,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1421,"Great people and benefits, but bad practices in some areas",2.0,"Most of the professionals at Adobe are exceptionally smart, competent, and easy to work with. The salaries are very competitive and the benefits, especially health insurance benefits, are great.","The Learning Resources group, which handles technical writing and documentation, is neither well-organized nor well-run. Decisions are made based on nebulous ideas about future trends and not based on better service for the customer. Cross-functional communication is very limited. There is a new initiative to lay off US employees and move jobs to India, and this initiative is not being handled well.",1 person found this review helpful,2010-01-16, Senior Technical Writer ,South San Francisco, CA,Former Employee,
1422,"Commitment to employees and social values, great products",4.0,"Great salaries and benefits
Genuine commitment to the environment
Strong employee volunteer program
Smart, friendly people
Some great innovative programs
Cool products that people are passionate about","Change can be slow because the company is big
HR is friendly but somewhat out of touch",Be the first to find this review helpful,2010-01-12,  ,San Francisco, CA,Current Employee,
1423,Not so bad!,4.0,"Great perks, colleagues, and excellent work-life balance. Decent compensation including bonuses.  But this may all be changing with layoffs, etc...","Management is slow to respond, little room for professional growth.",Be the first to find this review helpful,2010-01-09, Legal ,San Francisco, CA,Former Employee,
1424,Good place for an intern.,5.0,Environment was really helpful especially in development. All engineers are free to talk and help. The building is extremely nice and the amenities are top notch.,"Sometimes the products are not the most exciting. Every product uses flash or so it seems, and speed is not always the first priority.",Be the first to find this review helpful,2010-01-07, Software Engineer ,San Jose, CA,Current Employee,
1425,Good place to work but that is changing.,3.0,Pay is above industry and their overall compensation package is very good.,There has been way too much work moved off-shore.,Be the first to find this review helpful,2010-01-05,  ,San Jose, CA,Former Employee,
1426,Comfortable but not world-changing,4.0,"- Very reasonable hours; I almost never work weekends (only about once a year during ""crunch time"").
- Very friendly place to work, not at all confrontational or competitive.
- People at Adobe are less nerdy than at some other companies, perhaps due to all the design-oriented products that the company makes.
- I think the company is in a fairly good place in terms of future growth potential.
- Steep discounts (about as steep as you can get) on all those great Adobe products.","- Although my peers are pretty good programmers, they are not as good as the people I used to work with at another large software company.
- Adobe is not the kind of place that is ""changing the world"" in the way that Apple and Google are.",4 people found this review helpful,2010-01-02, Senior Computer Scientist ,San Francisco, CA,Current Employee,
1427,I love adobe,5.0,"1. Smart, diligent, friendly people to work with
2. Very interesting projects that match my background well
3. An excellent quality control software projects
4. Good pay
5. Nice environment, amenable weather in bay area","Unfortunately, the adobe creative suite, specifically, cs4, didn't sell well due the the economic downtime. Adobe had to lay off twice in one year, sigh...",Be the first to find this review helpful,2009-12-30, Computer Scientist ,San Jose, CA,Former Employee,
1428,Flash is the future of Adobe,3.0,"- Very generous time off, including company shutdowns to ensure everyone actually uses it.
- Non-confrontational atmosphere; colleagues are accessible, pleasant people to work with on a daily basis.","- Lots of silos. Core component groups take no responsibility for downstream use of their code, leading to lots of patches and not enough sharing of knowledge.
- Lots of work done overseas. If you depend on one of those groups it can be tough to work out problems in a timely manner.
- Too many groups have their own agendas, leading to a confusing technology stack.",2 people found this review helpful,2009-12-25, Senior Computer Scientist ,San Francisco, CA,Current Employee,
1429,Good - Bad - & Ugly  when working at Adobe,3.0,"The people, the cafeteria, the offices and the products at Adobe are great!!  On a whole Sr. Mgm't does really try and does care about it's people and giving back to the community!  I really respect them for this!!!","It is Jr. Mgm't that seems to drop the ball.  Some of these individuals should not be managing people.  Not only have these individuals gotten away with disrespecting members of their team in front of other team members but they also lack the people skills along with  good communications skills needed to be a good manager.  Some of these individuals have attended Adobe's classes on some of these skills, however around a week or so after completing these classes they seem to revert back to their old horrible self. These individuals should not be managing other people.  My heart goes out to those people that still are working for these individuals. Definitely politics in this organization as Jr. Mgm't seems to be protected by their manager's who seem to overlook Jr. Mgm'ts weaknesses.",1 person found this review helpful,2009-12-22,  ,San Jose, CA,Current Employee,
1430,Let a 1000 flowers bloom,3.0,Provides opportunities for creating new products. Good salary and benefits. Work force is generally good. The company is well respected.,"The overall ""let 1000 flowers bloom"" philosophy leads to idiosyncratic behaviors and organizational structures, especially in the middle tier of the company. Duplication of efforts, even when it is obvious to everyone that only one approach can used going forward, is rampant.",Be the first to find this review helpful,2009-12-18,  ,San Jose, CA,Former Employee,
1431,Adobe is one of the best places in the world to work,5.0,"Awesome products -- fun working on a product used by millions of people
Great Technology
High level of trust and respect for employees
Great work environment",Some employees have a lack of urgency for making needed product improvements.   We need to be more customer focused.   Sometimes we have great technology that is too hard for people to use.,Be the first to find this review helpful,2009-12-16,  ,San Jose, CA,Current Employee,
1432,Adobe used to be a great company...,3.0,"Adobe pays competitively. Nice employees, and excellent work-life balance, unless you're in the middle of the product release (expect to work late hours in that case).","The environment could be very political, with management forming moats and fortresses protecting themselves. The latest benefit adjustments show that Adobe could cut costs and benefits further. Choose your team and your manager wisely.",1 person found this review helpful,2009-12-10,  ,San Jose, CA,Current Employee,
1433,Want a career?  Are you ambitious?  Have you kicked butt at every other play you have worked?  Don't work here.,2.0,"1. People are great--- has a ton of smart, passionate people that have tons of expertise.
2. The facilities are nice--- fruit in the breakrooms, and everyone in SJ get's an office
3. Products are great--- hope this continues as they seem to not be investing in R&D in the US as much.
4. Towels in the gym.  Yummy lunch room.","1.  No growth for employees--- they would rather hire Billy Bob from Skunk SW who has a Director title then promote from within.
2. CEO is not much of a leader--- the companies strategy is not clear, and they have made too many investments across too many different markets/products.
3.  If you have an opinion, save it.  They do not listen to their employees",1 person found this review helpful,2009-12-10, Senior Marketing Manager ,San Jose, CA,Current Employee,
1434,Used to be a great place to work,3.0,"- Good benefit
- Many opportunities to learn (free training courses, seminars, etc)
- Private offices for all regular employees (SJ only)
- Bonuses, shipping gifts if you are in a profitable product team","- More and more projects being moved overseas (meaning poor job security and more early morning and late night meetings) 
- Less or no career opportunities
- Poor communication from upper management
- Frequent changes in company/product direction",3 people found this review helpful,2009-12-04,  ,San Jose, CA,Current Employee,
1435,"Adobe is great for your resume, terrible for job security",3.0,"Great name to work for. 
Agile development technology
Very professional engineering processes
Lots of different technologies to be exposed to","Frequent layoffs, no warning, whole departments suddenly cut without regard to long term consequences
Outsourcing to really amateurish teams in India
Autocratic rule by SVP without paying any regard to dliligent research and recommendations of reports. SVP crushes dissent brutally, very political choices during layoffs.",2 people found this review helpful,2009-12-02, Dev ,San Jose, CA,Former Employee,
1436,Adobe no longer top place to work.,3.0,Still has monopoly on many products.  ESPP plan still has 2 year look back.  Good severance package when laid off.,Employees overworked.  Bad work/life balance.  Short sighted management.  No clear company direction for future other than outsourcing jobs to India. Salaries are below 50th percentile.  Adobe is now like any other company out there.,1 person found this review helpful,2009-12-02, Finance Manager ,San Jose, CA,Current Employee,
1437,Dynamic and fast paced,4.0,"Great products, intelligent and motivated employees",The level of benefits is being reduced,Be the first to find this review helpful,2009-12-01, Senior Manager ,San Jose, CA,Former Employee,
1438,"Once phenomenal, now average and in decline",3.0,"Great people, great benefits (both fixed and variable)  and tend to pay more than similar competitors in the software industry.",The company tends to acquire expertise rather than develop it's people so advancement/growth opportunities are increasingly limited. After numerous acquisitions the result is a bunch of warring fiefdoms all competing for relevance. Seems that upper management is struggling to find their way. They lack a compelling vision and commitment and instead are placing competing bets in an attempt to satisfy shareholders though successive acquisitions of a less profitable companies.,2 people found this review helpful,2009-11-28, Group Product Manager ,Seattle, WA,Current Employee,
1439,Sales organization a mess.,3.0,"Excellent benefits, opportunities to learn and grow, many teams have excellent leadership,",High level of dissatisfaction and attrition from the sales organization.  The management drives in one direction and changes course a multitude of times before seeing any rewards.  Hurry up and stop with no results.,1 person found this review helpful,2009-11-21, Sales ,San Francisco, CA,Current Employee,
1440,Great place to work???!!!,1.0,"Great benefits such as health care, caltrain pass, vacation time, ESPP, and so on.
Big org so very slow paced if that is what you like.","No way to move up the latter.
Performance reviews completely useless since any promotion is controlled by VPs and they don't look at that: They want you to be a brown-nose.",10 people found this review helpful,2009-11-12, Computer Scientist ,San Jose, CA,Current Employee,
1441,Adobe in an Economic Downturn,4.0,Talented Professional People. Great benefits and Timeoff.,"The company has become extremely conservative with the economic downturn which means, less interesting projects, less follow through on existing projects, pull back in investments in multiple key areas.",Be the first to find this review helpful,2009-10-30, Senior Computer Scientist ,San Francisco, CA,Current Employee,
1442,Good place to work. Sometimes too slow as company is big.,3.0,Good benefits. Reasonable hours. Meeting heavy culture.,Slower pace of getting things done. Some times the top down directives contribute to a feeling of a less collaborative atmosphere.,Be the first to find this review helpful,2009-10-24, Senior Manager ,San Francisco, CA,Current Employee,
1443,Great company with great products but management needs to get their priorities straight.,3.0,"Adobe is doubt one of the best places to work for. They pay well. Although there are some valid concerns about the new ""discretionary"" additional time-off and bonus programs, benefits are still better than many companies. Everyday I'm surrounded by very smart people and that's helpful for professional development.

Adobe has a lot of great products, some of which are the best in their respective industry. Although I work mostly with enterprise products, I can expose myself to other products by attending developer seminars, deep dive sessions, etc. Adobe is also very transparent internally, which results in a great work environment.","The time-off and bonus programs are changing in this year and, personally, it is heading for a not so good direction. Company profit sharing is gone. PTO balance can no longer be carried over. Management says the change is to make it more flexible to use additional time-off and receive bonuses at the discretion of your manager. I believe they did this for the benefits of the share holders instead of the employees. This could seriously result in talented people leaving the company.",2 people found this review helpful,2009-10-09, Senior Consultant ,Washington, DC,Current Employee,
1444,Was Once a Great Place to Work Then OK and Now On It's Way to the Bottom of the Barrel,1.0,At one time Adobe was a great innovative company.  There are still some technically challenging and interesting projects to work on if you are in one of the right groups.  A lot of smart people to work with and in some areas leaders in the field.,"Management is perpetually confused and running back and forth with yet a new direction every other year and in the years between complete new directions they change the way that they are implementing the direction they chose last year.  Employees have to be very careful of what projects they are working on when the direction changes or you'll be out the door in the (almost) annual Christmas layoff.

Benefits continue to be cut to the point that there is no longer any guaranteed paid time off but only a possibility of a couple of weeks at the discretion of your manager (no accrual, no guarantees, no liability if you leave or are laid off).

There is no consistency in promotions and a number of managers run their own little fief-doms where they implement their own promotion policies (i.e. promoting women only).",20 people found this review helpful,2009-10-09, Senior Computer Scientist ,San Jose, CA,Current Employee,
1445,Horrible place to work.,1.0,Great benefits - no other reason.,"Horrible politics, no leadership, no decision making, lack of management integrity.  Stronger employees are routinely beaten down for political reasons.  As another reviewer commented, the environment is best suited to people that are waiting to retire - if you actually have value to add it's going to be hard to watch all the co-workers who have given up.",13 people found this review helpful,2009-09-29, IT Director ,San Francisco, CA,Current Employee,
1446,"well run mature company, hard to get new ideas funded",5.0,"Very comfortable place to work, world class people, process, facilities and benefits.  
Market leader, people generally love the products
Big enough company, but not too big where you get lost in the organization.","Market leadership tends to lead to focus efforts into milking this position, beware of being turned into a cash cow.  
Expensive products with high margin sets high bar for innovation for new lower margin products",Be the first to find this review helpful,2009-08-13,  ,San Jose, CA,Current Employee,
1447,Great work/life balance,4.0,5 weeks of vacation is by far the best benefit of working at Adobe.  Other benefits and compensation are also very good.  The people and company culture are also great.,"As Adobe has grown and become more business-unit focused, it has become more bureaucratic and more difficult for new ideas to see the light of day.",Be the first to find this review helpful,2009-08-03,  ,San Jose, CA,Current Employee,
1448,Overall good place to work.,4.0,Right people doing the right things. Very comfortable place to work. Very good compensation package with a lot of perks.,Hard to grow within the company. Also this year there was not salary review. With the profit sharing plan also not working this year it's a significant decrease of total compensation.,Be the first to find this review helpful,2009-08-01, Software Engineer ,San Jose, CA,Current Employee,
1449,Worked for Adobe for 8 years and love it,5.0,"Great benefits package
Creative and talented people","Work load
Company is risk adverse",Be the first to find this review helpful,2009-07-09,  ,San Francisco, CA,Current Employee,
1450,Good place for people waiting to retire,3.0,"If you are a person who like to slack off, Adobe is the great to place to work.","If you hate people who slack off, Adobe is not for you.",4 people found this review helpful,2009-07-01,  ,San Jose, CA,Current Employee,
1451,"Hard to get in, well worth worth it if you can",5.0,"Although some managers expect more then others, in general the management is very reasonable. Most teams work 9-5 or 10-6 if you prefer. Some teams are over-worked, due to some critical projects, they get reasonably rewarded for it. If you laid off, you will be granted at least a couple of months worth of pay or more, if you worked there longer. You really have to screw up in order to get fired. if you keep slacking off, eventually, they will fire you, but they will give you a chance to improve. People are respectful and intelligent.","There are really not many cons, the interview is challenging, there are some politics. Some projects are less exciting than others, and some unnecessary bureaucracy.",Be the first to find this review helpful,2009-06-09, Computer Scientist ,San Francisco, CA,Current Employee,
1452,"One of the best out there, but a few things to improve",4.0,"Adobe is home to a ton of extremely smart and hard-working people, many of whom (not surprisingly) are also artistic or musically inclined. It's a real pleasure to work with such a diverse and interesting bunch of colleagues. Work-life balance is taken very seriously at Adobe, so despite the intense workload people have the resources and support to avoid burnout.

It's fun to work for a company with the level of name recognition that Adobe has, although everyone you know will expect you to teach them how to use Photoshop (even if you work in a completely different BU). 

Job security. Unless you're a complete screwup or in a bad skills-job match, the odds that you will be laid off from Adobe are low. The number of people with 5, 7, or even 10 years of time in at Adobe is high.","The flip side of job security is that turnover at Adobe is quite low and promotions are very hard to come by. The ""bench strength"" at Adobe is very deep. If you want to move up the ladder, cultivate patience. However, if you're OK with staying at your current level you will have the opportunity to work on different projects and learn new skills.

One of the more intangible issues at Adobe is the Adobe - Macromedia cultural divide. Even 4 years post-merger, the lines between old and new Adobe are clear to see. Depending on which BU you're working in, Adobe can be either a slow moving, hard to change beast or a fast moving, exciting, more entrepreneurial organization. On an interpersonal level everyone gets along OK, but the differences in how stuff gets done causes issues when trying to work cross-BU. 

The difference between the SF and SJ offices is emblematic of this cultural issue. The SJ office, although very nice, is staid and corporate. The SF office is much more open and comfortable.",Be the first to find this review helpful,2009-05-31,  ,San Francisco, CA,Current Employee,
1453,Best workplace!,4.0,It is one of the best companies that I have ever worked with. Overall relaxed and open culture was appealing to me. Pay and benefit program is one the best. Opportunities to learn new technology are plenty. You can meet and work with great people.,Not much room for promotion. Too many layers in management. A few incompetent mid-level managers. Slow and complicated internal processes. Slow to new growth opportunities. Plenty of wasted talents.,1 person found this review helpful,2009-05-29, Product Manager ,San Jose, CA,Former Employee,
1454,Take a hit now in order to grow the company.......,4.0,"Benefits, Corporate culture, and many the ability to work with some of the smartest people in the world.","Processes and procedures are very strict.  The back-office processes are set up to enable the existing business model to maintain close to 40% operating margins, but is not nimble enough to support new business models.  
 in order to achieve the high operating margins budgets are always very tight with not much room to fix things like the back-office infrastructure.",1 person found this review helpful,2009-05-18, Senior Program Manager ,San Jose, CA,Current Employee,
1455,Adobe is a good place to work,4.0,"Development schedules are reasonable, projects are interesting, lots of smart co-workers across the company, we have access to resources needed to succeed in our delivering our products.  Overall, it's a very nice work environment with a diverse employee population. Management is communicative at all levels, compensation does reflect contribution, and office politics are generally kept to a minimum.","The business side sometimes struggles to properly identify and size new target markets.  The company gets sucked into opportunity tangents that are not core to our business or strengths.  Business side also seems to struggle with what's trendy (like social networks), vs. what's actually profitable.",Be the first to find this review helpful,2009-05-15, Senior Computer Scientist ,San Jose, CA,Current Employee,
1456,Good internship,4.0,Coolest technology for creative people in the world.,Success hides a lot of sin.  Adobe is a packaged softwared company...might have a hard time transitioning to the future online. Big big company,Be the first to find this review helpful,2009-05-15, Strategy Intern ,San Jose, CA,Former Employee,
1457,Adobe is a great place to work,4.0,"Overall environment is very friendly and consensus driven. Adobe really cares about it's employees. And, great technology!! Lots of good interaction between people. People are very friendly and willing to share information, help each other etc.",Adobe is not immune from current economic environment. Some BU's better than others.,Be the first to find this review helpful,2009-05-14, Computer Scientist ,San Jose, CA,Current Employee,
1458,"Good pay/benefits, but big company issues",3.0,"Pay, benefits, cool products, smart people.","Politics, managers looking out for themselves (or their teams) rather than overall success, bureaucracy",Be the first to find this review helpful,2009-05-13, Technical Architect ,San Francisco, CA,Current Employee,
1459,"Adobe - Impressive, but can do better",4.0,"Brand
Exposure
Impact
Benefits
Work life balance","Slow
Good people, but not the sharpest in the toolshop",Be the first to find this review helpful,2009-05-08, Group Product Manager ,San Francisco, CA,Current Employee,
1460,"Great stable company to work for that attracts strong talent, but advancement can be somewhat slow",4.0,"Compared to other software companies in The Valley, Adobe really values a sustainable work/life balance - not just marketing gimmicks to get someone to come work for the company.  They also provide a generous PTO allowance, thought in light of the recent economic downturn you will be forced to draw down against that balance during once per quarter mandatory company shutdowns.","Advancement for employees just making their mark in the industry can be rough, as I've found this place like a techies retirement home.  Employees are perfectly happy remaining at their current levels, without advancing.  However, the company does make it relatively easy to transfer groups to learn a new discipline that might offer that advancement opportunity.",2 people found this review helpful,2009-05-05, Senior Financial Analyst ,San Jose, CA,Current Employee,
1461,"""There's a reason why Adobe made 11 in the top Fortune 100 companies to work for""",5.0,"The quality of people and the culture. There is so much energy and teamwork within the company. The company also provides the best compensation and benefits. It is an honest and trustworthy environment. I am also very proud of the new green movement. My fellow employers have truly become my friends, and the company has become my family.

Adobe is also a great company that has an understanding of the market and where it's headed. They have a great vision for the future and each employee has a purpose and a sense of accomplishment. I would recommend working for Adobe for anyone looking for a challenge and knows how to work hard/play hard.","The downsides of adobe are that the salary can be very competitive. It is unfortunate that you only get feedback about once a year and it is all positive. This is good, but I would prefer a little constructive criticism here and there. Some times it is just a too laid back atmosphere. It is also very hard to move into a new and higher position. In addition, everything moves very slowly at Adobe. If you are looking for a fast paced environment, this is not the place to be. It is also a very large company, so that can have its ups and downs.",1 person found this review helpful,2009-04-19, Marketing Manager ,Newton, MA,Current Employee,
1462,Adobe is a very good company,4.0,"awareness of products, culture at company, long term stock options, ability to change the industry.  Strong ecosystem, aggressive telecommuting, medical coverage, great San Fran office","too large of a company, tons of process, not enough accountability at the lower levels",2 people found this review helpful,2009-04-13, Business Development Manager ,Boston, MA,Current Employee,
1463,"Adobe: a good company, could be great",3.0,"Work environment(gym tt, nice field, flexible work hours), nice technical people, great facilities, encouraged to file patents, top 10% salary, great food. Good work life balance. Cutting edge technology","Internal politics, treating QA as second citizens. Poor middle management. Poor leadership quality in middle management. Trying to grab spotlight for things that you even did not do yourself. Not much importance to values. It you want to grow fast, and work with the management on goals of your own, for a QA it does not seem possible. Have patience and let them decide, when they wanna promote you. Yo u cannot take charge of your career on your own.",Be the first to find this review helpful,2009-02-20, Lead Software Engineer ,San Jose, CA,Current Employee,
1464,Good place to work overall,4.0,Benefits are awesome and pay is great overall. I have met some hard working great people.,Promotions are difficult and there are some legacy policies that can make it difficult to get a job done. There is the typical politics that is with any big  company,Be the first to find this review helpful,2009-02-16, Project Manager ,San Jose, CA,Former Employee,
1465,Good is the word.,4.0,work life balance so far is good.,budgeting issues may end up being a little frustrating,Be the first to find this review helpful,2009-02-04, Senior Computer Scientist ,San Jose, CA,Current Employee,
1466,I don't know,5.0,"We work on amazing products.  My friends love sharing the employee discount.  Almost everyone I meet instantly recognizes what it is I work on.  The people we work with are intelligent, which makes a big difference when you have to work with them day in and out.  It is a big, recognizable software company that you can be proud to be a part of, while still smaller than the other big software players.","They only have a few offices, so relocating and keeping your job would be difficult.  Everyone I know uses my as their personal sound board for every complaint about Photoshop, Flash, Acrobat, Updater, etc.",Be the first to find this review helpful,2009-01-26, Member of Technical Staff II ,San Jose, CA,Current Employee,
1467,Which Adobe are you looking for? The new or the old?,4.0,"Adobe (the formerly-Macromedia part, anyway) is taking the lead in rich client development. They are taking the mindshare away from Java on the client, which means more developers use what you work on, which is a good place to be. Aside from working on cool technology that actually gets used, you don't have to give up your life to do it. I feel my management is very flexible about letting me work from home as needed and sets realistic scheduling expectations. I'm also getting paid enough of a base salary to live in the SF Bay Area and the profit sharing is a nice bonus as well.","Some parts of the company are getting long in the tooth and jealous of the new kids on the block. There are two Adobe's -- the original Adobe that developed all of those fonts, PostScript, Acrobat, and Photoshop, and then there's the Adobe that used to be Macromedia. The original Adobe has a very corporate feel and the new Adobe has more of a free-wheeling, agile feel. That could be because it's younger.",3 people found this review helpful,2009-01-23, Senior Computer Scientist ,San Francisco, CA,Current Employee,
1468,Fun company to work for,4.0,"Benefits, great software, fun environment","Can be stressful, A lot of competition",Be the first to find this review helpful,2009-01-22, Senior Experience Designer ,Newton, MA,Current Employee,
1469,Adobe is among the most pleasant companies to work for.,5.0,"Great products that are fun to use and develop. Outstanding buildings and amenities. Happy, friendly, down to earth, intelligent coworkers.  Well respected company.",Some products are rather large and risk taking can be limited.,Be the first to find this review helpful,2009-01-13, Software Engineer ,San Jose, CA,Current Employee,
1470,Great benefits and friendly culture. But the company faces tough future.,4.0,"Adobe has a set of great product and talent people. You have a solid base to build upon. The culture is friendly and encourages employee to have a good work/life balance. Productivity is the focus not the face-to-face hours. Benefits are good and you can enjoy low employee price of Adobe's premium products, such as creative suites, etc. San Jose office is a green building. The facility is very good. There are many video conference rooms available for you to communicate with teams across the global. Also in the San Jose office, you can access to an in-house Gym with many good equipments.","There are several downsides here. First, the core business is largely built upon traditional consumer shrink-wrapped software business model. The model is pretty much dead, threaten by free software, open source, subscription, Saas, etc. The company has not found a new growth area yet. Its enterprise product has not found a market segment after four years trying to create one. Its Saas offering faces many other players which entered this market much earlier than Adobe. Its mobile business had a touch year and future yet to be seen. Secondly, the culture emphasizes on collaboration just too much. You can easily have all day meeting without having made any decision.",Be the first to find this review helpful,2009-01-13, Senior Product Manager ,San Jose, CA,Current Employee,
1471,Good pay and stodgy culture = Tech Worker Retirement Home,2.0,"The salary at is pretty good, relative to other tech companies in the valley.  The work-life balance is also very good. The brand looks great on a resume, and generally carries some clout when dealing with partners and customers.  Further, you generally look cool at a party when you say you work with Adobe.","Adobe feels and operates like a much larger company than it actually is. I'm not sure if it has to do with a culture rooted in PDF and form handling, but Adobe moves in a very slow and bureaucratic fashion.  Execs like to say it's a ""conservative"" culture --but on a day-to-day basis it just feels like I work for General Motors or some mega-corp.

Adobe's future is questionable. They continue to do a great job extracting revenue from their existing products, but have repeatedly failed to re-invent themselves or develop a new major revenue stream.  At this rate they are destined to end up more like Xerox or Kodak than IBM or GE.  Right now they are stuck operationally, and strategically as a packaged channel software company. This makes exploring new business models (SaaS, Enterprise, etc.) nearly impossible despite a rhetorical ethos of innovation.

Promotions are hard to come by at Adobe.  They fancy themselves a very flat organization and it's nearly impossible to get promoted to Director or VP.  This flat org approach means the opportunity for career advancement are very limited.  It also means that Adobe has a strange hero-worship for their executives. Coming from Macromedia, where our execs were just normal people (though often very bright), this is pretty weird.

Adobe doesn't value intellect in hiring or promoting.  They would much rather bring in a hired gun (castoff) from another tech company , with a mediocre resume, versus promoting or developing internal candidates of promise. This has played out time and time again, with employees leaving, and re-joining several years later in order to get a promotion.  It also plays out daily in terms of work interactions, where I'm forced to deal with people that just aren't very bright.  

Last off, Adobe's best asset (work-life balance) is also one of it's major drawbacks.  For the most part, employees don't feel a sense of ownership or a strong desire to do the right thing for the customers or the business.  There is a fairly pervasive ""punch-the-clock"" mentality.  The ""that's not my job"" and ""that decision is above my paygrade"" attitudes are rampant throughout the company.  It reminds me of when I worked in a factory full of teamsters.  Punch in at 8, punch out at 5, do your job and nothing more, and do anything possible to avoid extra work.  Further, if anybody expects anything of you, complain to the Union Steward.",18 people found this review helpful,2009-01-09, Business Development Manager ,San Francisco, CA,Current Employee,
1472,One of the best large companies I'll ever work for,4.0,"The salary is competitive and I feel the company as a whole generally cares about the welfare of its employees & treats them well. The benefits are pretty good compared to all the other companies I've worked for previously. ESPP, profit sharing, Commuter Checks, software discounts (huge huge discounts on adobe software), company matching on charitable donations, telecommute. onsite fitness center (SJ office). About the only thing missing is onsite childcare benefits (though i don't have children currently)","The San Jose office is much more conservative than the SF office. This might be in part due to the older age demographic in the SJ office vs SF (I heard it was like 39 median in SJ and early 30s in SF, this was back in '07 -- i am in my mid 30s). Also, it's pretty hard to get decent pay raises once you get in...though that's the same at any large company.",Be the first to find this review helpful,2009-01-08,  ,San Jose, CA,Former Employee,
1473,Great place to work.,4.0,"Great people, great benefits, great products.",Easy to stay at same level for extended periods of time.,Be the first to find this review helpful,2009-01-06,  ,San Francisco, CA,Current Employee,
1474,There are still lots of opportunities to do great things at Adobe.,5.0,"The products and brand are excellent and there are a large number of extremely smart and nice people to work with.  We built great products, we encouraged people to innovate and pursue excellence, and treated both employees and customers ethically. Our people and our customers are cool--artists, designers, developers.  That is the best audience to serve (IMO). There are still lots of opportunities to do great things at Adobe.","As it has gotten larger, and more distributed globally, the layers of bureaucracy and business processes are too heavy, and the company moves slower than ideal.  Senior Management has mostly (but not always) tended to be a bit conservative.

The most common complaint was that the system of title leveling and organizational design made it very difficult for people to get promoted.  One should note that because of Adobe's approach, a person who might expect to be a VP at another company would likely be a Director at Adobe, and Director a Manager, and so forth. There are some benefits to this approach (the company is not littered with a million VPs who actually have little responsibility) but all in all I think it is too conservative and makes it hard for folks in the middle to move up in terms of their title without leaving the company.  This was not an issue for me, but it is by far the most common complaint I heard as a manager (and I agreed with, but was unable to change.)",4 people found this review helpful,2009-01-06, Vice President ,San Jose, CA,Former Employee,
1475,Great environment - good set of products,4.0,"Company is a leader in it's space (Creative design tools, internet technologies)",very long process to get promoted,Be the first to find this review helpful,2008-12-27, Product Manager ,San Francisco, CA,Current Employee,
1476,Right in the middle zone of Valley companies,3.0,"Like many companies, the people you meet and the experiences they share are the things that you keep with you going forward.  Adobe has a good mix of younger, right-out-of-college creative types, and older, been-around-the-Valley managers who have seen the ups and downs of the area, and have seen the trends in software from the PC days, to the online era.  There are lots of opportunities if you know which product line to work in.  Some products are very mature, but some are constantly trying new things and looking for new markets.  Like any company, there are times when products did not do as well as expected.","Office politics, but that's the same in every company.",Be the first to find this review helpful,2008-12-23, Marketing (Contractor) ,San Jose, CA,Former Employee,
1477,Subjective opinion,5.0,"I am a Macromedian and I left in Feb 2006 so I did not really feel the Adobe culture within.  That said, I've been on the vendor side since 2000 dealing with Adobe as a compay, and the people I've worked would share a lot fo great stories about working for Adobe - great benefits is always the top reason cited.  Macromedians who stayed longer than me said the same thing, although after the acquisition, the company became too big to know everyone, which is expected of a bigger company.","I am sure there's one, but the benefits would overshadow the cons.",Be the first to find this review helpful,2008-12-06, Call Center Vendor Operations ,San Francisco, CA,Former Employee,
1478,Adobe is a great place to work and live.,5.0,"Adobe has excellent, competent, professional, and respectful management and co-workers. Their products are high quality and respected in their industry. Adobe supports a great work / life balance, personal growth opportunities, and local communities. It's hard for me to say enough good about the company. I'd work there again in the future.","Adobe is a fairly large company and is not quick to market with new products. Despite being important to people who create content for the Internet, it struggles creating Internet aware and web-based products and services. Because the organization is relatively flat for such a large company, there are limited opportunities for moving up the management ladder.",1 person found this review helpful,2008-12-03, Senior Program Manager ,Seattle, WA,Current Employee,
1479,Great place to work but not to build a career.,4.0,"Great benefits inducing 24 days PTO, ESPP and good work hours.  There is a good cafeteria, gym and free public transportation.","Very difficult to build a career at Adobe since they aren't expanding and very few people quit giving little opportunity for promotion.  Internal candidates not given any preference over those from outside. The way to get promoted is to quit, and come back 2 years later at a higher level - sad but true.",5 people found this review helpful,2008-11-23, Senior Product Manager ,San Jose, CA,Current Employee,
1480,Adobe is a great company even though it's been falling on the best companies to work for ranking.,4.0,"Great benefits and compensation packages. The company has wonderful core values such as community service. It's a good feeling to work for the greenest company in America. Love that we recycle and have compost recycling onsite. Location in San Jose/Seattle, everyone has an office and great workspace. Great facility and people. The Cafe has been remodeled and offer pretty good choices and food.",Tend to promote outsiders instead of further developing long timers. Has lost it's old spirit that the founders started the company with. Need to bring back the fun and spirit Adobe once had when the founders were running the company.,Be the first to find this review helpful,2008-11-19, Program Manager ,San Jose, CA,Current Employee,
