,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
206,CTO Driving the Company Into the Ground ...,2.0,"Great customers - our customers truly love our product and are more than willing to bend over backwards to provide feedback to help shape future iterations

Great people - dedicated associates who truly want to produce a world-class product in-spite of circumstances

Great perks - new office space, lunches, snacks, and employee events","CTO who thinks he's lead designer, developer, and general know-it-all. Yet he doesn't believe our customers are smart enough to know what they want. Or that we should look to competitors to ensure we're viable in the market place. 

Lackluster leadership team - since the IPO leadership has been a revolving door! 

Lack of strategic product  vision or direction. 

Continuous insertion of management layers - instead of hiring experts to do the work they choose to hire directors and managers - who aren't actually producing anything other than meeting invites, and more questions.",31 people found this review helpful,2018-01-23, Anonymous Employee ,,,Current Employee, more than 3 years
207,Incredible opportunity to sell and build a career at.,5.0,"Incredible culture, leadership, products and customers.   A great place to build a career in the software business.  The benefits are great too.",Some growing pains but nothing that can’t be managed.     Typical pains at a high growth technology company.   These are good problems to have.,1 person found this review helpful,2018-01-21, Anonymous Employee ,,,Current Employee, less than 1 year
208,The best career move I've ever made,5.0,"Every one of my co-workers loves the product we're building. I was skeptical but after using it myself have come to feel the same way. My team gives me the freedom to innovate, with enough direction to see where my ideas improve the product. Toxic people are not tolerated - thus the workplace is synergistic, with differences in opinion tended to so that the best solutions can be achieved. You also won't be barred from moving into a new career path if that is what you want - they intend to keep good people as long as possible.

Transparency is valued and this has been demonstrated to me on multiple occasions.  We have Ask me Anything sessions with the CEO down to middle management, where plenty of hard questions are asked and answered. You don't have to go through your direct report to talk to the VP of Engineering three levels up either.

Despite the possibility that these values don't always hold true, I believe there is a group of very good people at the top of this company, and eventually the values flow down and permeate the organization. Anyone can join a management at a company and start making that department go to hell, but if there are good people at the top, eventually that gets fixed.","Though my team has been fantastic when it comes to freedom to innovate and cooperation, I'm sure there are teams who don't have that.

The company has started to grow extremely fast, and sometimes the best decisions aren't made out of a need to make them quickly; that's the nature of the growing beast.",4 people found this review helpful,2017-12-20, Software Automation Engineer ,Broomfield, CO,Current Employee, more than 1 year
209,Once in a lifetime company to sell at!,5.0,"If you have ever worked for a software company that didn't have a best in class product, then you will appreciate the opportunity to sell Alteryx.  It is simply the best product on the market and is only getting better.  Great culture, surrounded by like minded individuals, constantly pushing themselves and their teams to be better.  Great benefits, and even better opportunity to establish a long term career.  If you like immersing yourself in your job, can't think of a better place to do it and learn about this incredible space on the way.","You have to play the ""game"" to move up.",2 people found this review helpful,2017-12-05, Sales ,Irvine, CA,Current Employee, more than 1 year
210,Alteryx is great!,4.0,"Alteryx  is great for a lot of different reasons. (1) It's in a fast-growing market and the company itself is rapidly growing - it's been cool to see the company grow and go public (2) There are a lot of smart, fun, hardworking people - I've built some great relationships with the people I work with, both on projects and outside of the office (3) There is a lot of opportunity - since the company is growing so quickly,  there are a lot of new projects to work on and I constantly see employees getting promoted.","No place is perfect and Alteryx has its faults, but the pros certainly outweigh the cons. The biggest con is the turnover. The company is in a transitional period going from a start-up to a publicly traded company and there have been a lot of people who unfortunately don't want to be part of the next phase.",3 people found this review helpful,2017-12-04, Anonymous Employee ,,,Current Employee, more than 1 year
211,Rocket Ship,5.0,"Great energy, amazing customer list who loves the product. Fast growing. lots of mobility and growth opps",Growing pains (normal for this stage) with internal resources,Be the first to find this review helpful,2017-11-30, Anonymous Employee ,,,Current Employee,
212,Good aspects countered by toxic culture,2.0,"- Plenty of very smart, driven employees.
- Great benefits.
- Amazingly enthusiastic customer base. By and large, people seem to really like the product.
- Pretty good PTO.","- Unresponsive upper management, at least in Engineering. Decisions are often made without adequately explaining reasoning or allowing for any feedback. Many employees are afraid of speaking up or mentioning certain sacred cow topics because of the possibility of retaliation, which does happen. Upper management will say that their doors are always open, but this isn't fostering communication- it's creating a situation where the burden of fixing glaring issues falls on rank-and-file employees who face the risk of retaliation if they say the wrong thing. Issues don't get addressed; they get buried.
- Despite having a lot of great employees, Alteryx doesn't seem to intent on keeping them. Employee turnover is high and morale, at least in large parts of the organization, is low. Responses from senior management have mostly consisted of talking about issues unrelated to problems employees are actually concerned about. The turnover issue is rarely discussed and, when it is, it's typically dismissed outright.
- Profoundly outdated technology. The infrastructure related to things like testing, version control and builds is old, clunky and a significant drain on productivity. These complaints have been going around Engineering for a very long time, but senior management dismisses them every time they're brought up.
- Favoritism. Echoing another reviewer here, I heard some employees complain about senior management picking favorites, but I thought it was just sour grapes on their part. After having worked here for some time, though, it's true- there's an inner circle at Alteryx and, if you're not part of it, good luck climbing the ladder.
- Poor planning and resource allocation. It's not unusual to see teams have to change direction completely. Usually, this happens because of shifts in overall company priorities, but even priority areas often remain under-staffed and under-resourced while other projects lower on the list of priorities wind up stuffed to the gills with engineers. Increasingly, projects are being given ambitious deadlines before a clear plan of how to tackle the problem or what even needs to be done has been established.",23 people found this review helpful,2017-11-25, Anonymous Employee ,,,Current Employee,
213,Anonymous,5.0,"Fast paced, surrounded by great people, product that customers love.  I am continually challenged and look forward to going to work each day.  People treat each other with high respect and there is a genuine interest in individual, team and company success.    Boot camp.  Lots of professional growth opportunities","There has been a tremendous amount of change at Alteryx even in my less than 1 year tenure.   We are still growing up, so we don't have the ""play-book"" for every situation.   Post IPO there have been ""rules"" established that are at times in conflict with our need to be agile in process and decision making",3 people found this review helpful,2017-11-21, Anonymous Employee ,Irvine, CA,Current Employee,
214,Sr Marketing Manager,4.0,Highly professional and dedicated coworkers. Alteryx customer loyalty is like none other.,Limited ability for career advancement.,Be the first to find this review helpful,2017-11-20, Marketing Manager ,San Mateo, CA,Former Employee, more than 5 years
215,Terrible management,2.0,"Some of the engineers are truly talented
Flexible schedule as long as you get your job done
Exciting product","Terrible planning and lack of communication among upper managers.
No time for career growth.
Employees are afraid of speaking up, because we have seen so many people (awesome ones) got laid off.
Favoritism exists in the leadership.",16 people found this review helpful,2017-11-14, Software Engineer ,Broomfield, CO,Current Employee, less than 1 year
216,Chaos Rules the Day,3.0,"Awesome group of people to work with.  Management sorta cares about its employees, the snacks are good and the offices are perfect for extroverts.","Offices are not great for introverts,  change happens daily, they have a few bad managers who truly don't care about the people under them, and the company is heavily silo'd.",10 people found this review helpful,2017-11-08, Anonymous Employee ,,,Former Employee,
217,"Management and Company Engagement peaked in 2016, and then all went South...",2.0,"Fun office perks at all offices include bagels, lunches, drinks, etc. 
Really smart employees in all roles 
Amazing product with hundreds of customer fanatics","Leadership has slipped in its focus on company and management cohesiveness. COO, CFO, CMO all leaving over the course of 6 months?
Some teams - marketing, product and sales support - have lost dozens of staff in a very short time due to unexplained departures. 
Because of this, many employees fear being let go with no warning or cause. Certainly makes for a fearful environment.
HR has very nice people in it with no power to make change.",7 people found this review helpful,2017-11-06, Anonymous Employee ,,,Former Employee,
218,Good job in a great culture,3.0,"The culture is the best you'll find for a tech company thriving in Southern California, everyone is welcoming and despite moving to a public company the environment is very transparent from executive level to your peers on your team. They thrive by ""testing new ideas"" and there really isn't a wrong answer as long as you communicate and are open to collaborate. It was difficult leaving this job, but I know I'll enjoy watching the company continue to grow and thrive.","Growing pains - things aren't as clear from the top - down
Large departmental teams which result in silo'd efforts
No clear career paths, although there are plenty of leadership and skill workshops",1 person found this review helpful,2017-11-01, Anonymous Employee ,Irvine, CA,Former Employee, more than 3 years
219,VP of System Integrators,5.0,In today's fast moving high tech companies your sometimes look at as just another employee. At Alteryx they truly make you at easy and invite you into the company with open arms. I highly recommend Alteryx as a great company to work for.,"None at this, time wonderful company to work for!",Be the first to find this review helpful,2017-10-28, Anonymous Employee ,,,Current Employee,
220,Best Recruitment process,5.0,"Simple, fast, efficient : I met teams in the conviviality that put me in very good conditions
The image of the company is excellent and this is very promising for the future ...",A  reputation that will increase rapidly,Be the first to find this review helpful,2017-10-26, Anonymous Employee ,,,Current Employee,
221,Mind blown,5.0,"An incredible work environment, lots of talented individuals, management is amazing, plenty of opportunities to progress your career, stock options, work life balance, time off, snacks, cafe, and gym.",Can’t think of a single bad thing about working here. The people have been nothing but kind to me and are all very supportive and willing to collaborate.,2 people found this review helpful,2017-10-24, IT Specialist ,Broomfield, CO,Current Employee, less than 1 year
222,Sales Engineering and Consulting,3.0,"An amazing technology that I've used to transform many organizations. A lot  of great clients. Some super-smart engineers that are willing to get their hands dirty and help cross-functionally. Pretty good culture in the CO office. Generally company for somebody looking to start out in data analytics, but you likely won't build a career here.","Limited  transperancy and visibility from CEO down to Directors level. Don't expect a lot of encouragement. Short term sales goals will always trump long term strategy. Expect numerous organizational changes, as management notoriously struggles to align talent with strategy. Very little assistance from your superiors when you run into client issues.",7 people found this review helpful,2017-10-10, Anonymous Employee ,,,Former Employee, more than 3 years
223,Software Engineer,1.0,"* Benefits are fully paid
* Snacks
* Beer fridge
* Lots of great engineers","* New management from Pitney Bowes has changed the culture and doesn't listen to feedback or support employees. They have begun to run the engineering team like one at a large outdated company where employees are only a number and management rules top-down, rather than the innovative company that Alteryx wants to be. 
* There seems to be no concern with losing talent or employee retention
* Complete lack of transparency from senior leadership in Engineering
* Leadership plays favorites for promotions and ignores a lot of other talent
* Leadership encourages non-favorite employees to avoid applying for promotions
* Engineering teams are silo'd
* If you speak your opinion in disagreement with upper management, it'll keep you from ever moving up within the company
* Pay is often lower than industry average
* Raises and salary increases for promotion are extremely low
* Lack of concrete requirements for promotion or career advancement
* Poor leadership and feedback skills
* Difficulty releasing the product regularly and continued use of outdated languages/systems/processes without desire to change or improve",18 people found this review helpful,2017-09-29, Anonymous Employee ,Broomfield, CO,Former Employee,
224,Software Engineer,2.0,"Great coworkers, good collaboration, awesome product.  Always learning new technologies.","Newer management is often awful, no transparency, and seem more concerned with their own careers than with careers of subordinates. Exodus of much talent is very troublesome, both voluntarily and otherwise.",18 people found this review helpful,2017-09-01, Software Engineer ,Broomfield, CO,Current Employee, more than 3 years
225,"Great company, great product, great customers",4.0,"Excellent product
Works as advertised
Perfect product+market fit
Great leadership (mostly)
Strong long-term vision","Recent exodus of talent in product/marketing/sales/leadership
Common post-IPO problems for a company (micromanagement, pressure, etc)
Addition of executives from outside has changed culture
Many employees are becoming discouraged and disillusioned
Transparency from Leadership down has disappeared",11 people found this review helpful,2017-08-29, Sales ,Irvine, CA,Former Employee, more than 3 years
226,Review,4.0,"Great coworkers, open to suggestions",middle management is a bit hit or miss,Be the first to find this review helpful,2017-08-18, Anonymous Employee ,San Mateo, CA,Former Employee, more than 1 year
227,Great Company - Some Growing Pains,5.0,"Fantastic, smart coworkers at the Broomfield office. Tons of opportunity to learn and integrate the software into your day to day job. Tons of room for career growth.",The pace of growth makes things chaotic. Rapid growth means being constantly under staffed as it's hard to find and train new talent to keep up as the company expands. This results in hours that are longer and more stressful than they were pre-IPO. Work/life balance has suffered.,2 people found this review helpful,2017-08-03, Anonymous Employee ,Broomfield, CO,Current Employee, less than 1 year
228,Account Manager,3.0,"Great technology, many excellent managers, Sales Engineers are top notch.","A lot of key people have recently left. C Level and VPs, Solutions Architects and Director of Operations.  This is a real concern because it makes you wonder what direction company is going. After going IPO in March 2017, company became just like any other public company where they put limits on commissions, claw back commissions but continue to decrease territory and increase quota. 

Also, this is an extremely intense company to work for. If you aren't willing to put in the extra work after hours, this isn't the place for you.",18 people found this review helpful,2017-07-24, Anonymous Employee ,Irvine, CA,Current Employee, more than 1 year
229,Don't believe the hype! I did.,1.0,"* Brilliant colleagues (specifically below management) that are great to work with and dedicated to the team
* Catered lunches
* Opportunity to work from home","* No action or genuine concern of feedback regarding work/life balance and improvements to lacking culture. 
* Lack of understanding to the true potential of employees. Employees aren't given the opportunity to do what they were hired for.
* Strained interdepartmental relationships due to silo'd teams assuming their past experience is universal. As such, there is a lack of interdepartmental understanding. 
* Alteryx seems to have a vision of the company they want to be and sells this story to potential new hires. As a result, many (including myself) quickly realized after a few months ""this isn't what I signed up for"". So turnover is higher than I've seen elsewhere.",27 people found this review helpful,2017-07-17, Marketing ,,,Former Employee,
230,Mixed messages = mixed results,3.0,"* Some of the best people to work with. Really, honestly brilliant people surround you daily. 
* Great product that fits a very necessary business need, and actually works as its supposed to. 
* Fantastic client base with some really good brands as customers. 
* Nice offices in Irvine and Denver area.","* Brilliant people need some brilliant executive leadership. Unfortunately with the recent-ish addition of a new CRO, culture and an environment of brilliance has faded somewhat.  A not-so-subtle shift away from customer-centricity in favor of aggressive sales without any care of where customer needs end up is going to eventually bite. 
* Lackluster vision and strategy that differs from one executive to the next leads to confusion and disillusionment. Are we a services company? Are we a software company? Where exactly does a non-sales person fit into this org? All of this revenue-generating focus leaves those who aren't salespeople in the shadows without any support or voice to make a difference. Face it, folks, not everyone is a salesperson, nor should they be. 
* Compensation planning and account ownership among sales teams is distracting at best, and downright caustic at worst. The bickering between finance and sales leaves most folks in a constant state of uncertainty, not sure if they can even keep their jobs, let alone hit any goals and be successful at it. 
* Customer-facing confusion leads to internal frustration. Who should drive the customer relationship? If sales, be prepared to get sales fatigue from customers who don't want to buy any more and reps who are asked to do 2 (or 3) jobs.",30 people found this review helpful,2017-07-13, Senior Manager ,Irvine, CA,Current Employee, more than 1 year
231,Coolest tech company in Colorado,5.0,"Smart colleagues, awesome customers, fun culture, great benefits",Running low on space in office,Be the first to find this review helpful,2017-06-23, Anonymous Employee ,Broomfield, CO,Current Employee, more than 1 year
232,Software Engineeer,3.0,"Great coworkers, environment, and interesting work.","Watch out if you ever have differences with management, too many people escorted out the door.",10 people found this review helpful,2017-06-21, Software ,Broomfield, CO,Current Employee, more than 1 year
233,Culture is changing for the worse,3.0,Good pay and perks. Some kickass people. Cool product. Love the technical challenges.,Too much change and stress in Broomfield. Senior leadership used to be available but now overworked. Mid-level managers are manipulative but it's hidden because reviews are top-down only.  Good people leaving without explanation.,16 people found this review helpful,2017-06-21, Anonymous Employee ,Broomfield, CO,Current Employee,
234,Sales Reps:  The last two years most reps were not close to quota,3.0,"Product is solid and solves a real business problem.  You are selling something of value that works and that's huge in software.

Great healthcare and plenty of free food.

It's a new year and things can change but as a rep be careful what role you get, what accounts you have and if there's any history of success in that area.",If you are expecting this to be the startup where reps are destroying their # it's time to think again.,7 people found this review helpful,2017-05-18, Sales ,,,Former Employee, less than 1 year
235,"Great group, good leadership, lots of growth",5.0,"The average team member at Alteryx is engaged, intelligent, and very capable. The work is challenging and rewarding. There is a large amount of budget to send us to relevant training. The culture provides a very good work/life balance while focusing on results. Overall, it has been one of the better decisions in recent memory to accept the role I was presented.",Lot's of change. The growth Alteryx has experienced so far has lead to a lot of change and much of it has happened quickly. There are things that have not been addressed from when the company was smaller that need to be. The leadership team is still working through how to communicate and lead through the change. Most of the cons are from growth and are working towards being resolved.,Be the first to find this review helpful,2017-05-16, Anonymous Employee ,,,Current Employee,
236,"Great company to work for, excellent personal growth potential!",5.0,Great coworkers and work environment.,Not really a downside but you have to give 100% to succeed.  It is very hard work!,2 people found this review helpful,2017-04-18, Solutions Consultant ,Irvine, CA,Current Employee, more than 5 years
237,"So far, so good!",4.0,"- great product and growing market
- our customers LOVE Alteryx
- great silo of resources and tools to use in sales 
- manager collaboration is great - take feedback and ideas and actually run to implement them, not just looking for empty suggestions 
- comprehensive onboarding 
- great benefits 
- flexible work hours 
- great energy in the office and at all-hands meetings","- growing company, so you need to be okay with ambiguity sometimes 
- processes are in flux - a pro if you're about finding your own way and making suggestions, a con if you're less comfortable with figuring things out on your own
- aggressive numbers - not for the faint of heart 
- some cliques, but that is everywhere",1 person found this review helpful,2017-02-23, Sales ,,,Current Employee, less than 1 year
238,Great Technology - Sick Culture,2.0,The technology is awesome- not sure that gets conveyed to the market.,Environment where no collaboration exists outside of product management / marketing.  Serious silos of people and projects who operate in self-serving roles.,9 people found this review helpful,2017-02-04, Anonymous Employee ,,,Former Employee,
239,Employee Benefits vs. Mgmt/HR Staff,1.0,Employee benefits are great and that's about it,Mgmt including HR Staff act oblivious to bully-ism and retaliation,11 people found this review helpful,2017-01-30, Anonymous Employee ,,,Former Employee,
240,Drop your current job and apply here.,5.0,"All I can say is WOW to the recruiting team! Everyone I spoke to is so welcoming and made sure to keep me in the loop throughout the whole process. You can tell they really care about the candidate experience. As for the team - great group of people. Everyone is quick to help get you settled and I appreciate the open communication and down-to-earth vibe from the executives. Fun culture overall and AWESOME product. Every employee gets to experience the product first-hand during a 3 day training, which I think sets the company apart from others.","Some possible growing pains that come along with the rate at which the company is growing, but nothing abnormal.",13 people found this review helpful,2017-01-23, Anonymous Employee ,Irvine, CA,Current Employee, less than 1 year
241,Accounts Receivable Specialist,3.0,"All the peope  are really nice, except the finance department","Working in the finance department can be a challenge, very clickish",7 people found this review helpful,2017-01-19,  ,Irvine, CA,Former Employee, more than 1 year
242,Depends on whether your manager likes you,1.0,"Great product and good market opportunity.  Growing off the back of tableau and the explosion of and huge investments made in big data. 
Good laser focused go to market strategy.",It is cult-like.  Micro-managemt is a real pain and can be too much.  Bizarre and weird and perhaps inexperienced management is pretty rampant.  There's an inner circle of people cutting their teeth on their first management job on other people's careers.,14 people found this review helpful,2016-12-11, Anonymous Employee ,,,Current Employee, more than 1 year
243,Stressed out all the time!,1.0,Good technology.  HR smart enough to send email on the 10th of May asking employees for great reviews on glassdoor.,Terrible culture. Before applying for a role at Alteryx I would advise you contact ex employees that were let go for no reasons .,12 people found this review helpful,2016-12-08, Anonymous Employee ,,,Former Employee, more than 1 year
244,"Great company, culture, a good bit underpaid.",4.0,"Awesome culture, great people, and very interesting and technically satisfying problems to work on.",Software Engineers are underpaid in relation to other software companies in Broomfield.,3 people found this review helpful,2016-11-05, Software Engineer ,Broomfield, CO,Current Employee, more than 1 year
245,"Could have been great, but not enough internal development and promotion",4.0,Great comp if you are able to hit your quota.,Does not tend to promote from within. Lots of outside hires at the management and executive level.,3 people found this review helpful,2016-10-14, COMMERCIAL AE ,Irvine, CA,Former Employee, more than 3 years
246,Sales,3.0,"Great product for self service analytics. 
Great Sales Engineers to help prove out the ROI of the product
Competitive Salary, benefits and 401K","Company has lost it ways - No Culture
Hard to make your number - Unrealistic Quota
Sales Structure has created an environment of Have and Have Nots",9 people found this review helpful,2016-10-02, Sales ,,,Former Employee,
247,Great product with good culture,4.0,Good versatile technology.  Great group of people to work with who are always willing to take time out of their day and help out needed.,"Tough to get Professional Services resources to assist with new projects, as there are either not enough people or they are too busy working on other things.",Be the first to find this review helpful,2016-09-12, Commercial Account Executive ,Irvine, CA,Former Employee,
248,Great coworkers and product; so-so leadership.,3.0,Alteryx is a very cool technology in a hot market.  They have VERY passionate customers and employees. Many high performing individual contributors work at Alteryx and most of them are great teammates. Alteryx's main office spaces are comfortable and efficient.,"Management has a tendency to hire new folks, rather than promote from within, plus favoritism by the leadership team is pretty obvious. Alteryx has high employee turnover (especially in sales) and somewhat regular ""lay offs"". This all results in pretty low morale and (when coupled with the constantly changing priorities and strategies expected at a startup) unusually high stress levels.",9 people found this review helpful,2016-08-15, Anonymous Employee ,,,Former Employee, more than 3 years
249,bordering on cultlike,1.0,"Nice office, lots of free food, generally smart and talented co-workers. Product is growing a lot of new customers, and appears to be well funded.","Upon getting hired, you will be sent to ""boot camp"" for a few days where you spend 1/2 the time learning how to use the product, and the other half learning how lucky you are to be working there.  You'll be treated to hours of lectures and slides and a speech from the CEO about how utterly and fantastically great the company is. You will also be encouraged to leave positive reviews on glassdoor.com, BTW.
 
Also, be prepared to be summarily tossed under the bus without warning if something goes wrong on your watch. Be prepared to have your manager take you into a back office and tell the HR people on the record that you intentionally caused the problem and you alone bore responsibility, even if there was a systemic breakdown of process that your manager never addressed. 

Know that these decisions will be made hundreds of miles away in a corporate office without hearing your side, or making an attempt to address the underlying causes. Note also that your position is still open, even months afterward, making you wonder if you were tossed on a pretense as a cost cutting measure since your team was overstaffed.",19 people found this review helpful,2016-08-13,  ,,,Former Employee,
250,Enterprise Account Executive,5.0,Great compensation and working for a team of visionaries.,Non at this point. Just normal aggressive growing pains.,4 people found this review helpful,2016-07-27, Anonymous Employee ,,,Current Employee, less than 1 year
251,You WANT to work here!,5.0,"Where to begin? Alteryx has one of the BEST company cultures I have ever experienced. Everyone seems to love coming to work everyday and it shows. There are some incredibly talented/knowledgeable/brilliant people that work here - and to top it off, everyone is friendly & helpful. The company is still small enough where the CEO will know your name, but we are growing by leaps & bounds! 
We have a great new HQ office in Irvine - open & collaborative - it really gave new life to the company (not that it was bad before). Organic fruit deliveries every week, stocked fridge with a variety of beverages, snacks GALORE, bagel Wednesday's, 401k match, employer paid medical...Did I mention that our product is amazing too? You actually get trained to use the product during Corporate Bootcamp and you are given all of the tools you will need to succeed at the company & within your role. 
Finally, the company cares about it's employees. Professional growth is a huge initiative straight from the CEO - if you want to grow your career, they will help you. 
I could go on and ON...long story short, you WANT to work for Alteryx.",None that come to mind,7 people found this review helpful,2016-07-25, Anonymous Employee ,Irvine, CA,Current Employee, less than 1 year
252,2 Faced,1.0,"Most of the people in the office were nice, office was clean, snacks, fruits and drinks were provided, lunch was catered often.","Management kept having grandiose ideas that they couldn't visualize. Apparently it's okay for your boss to scream at you for 2 hours until you cry and then pretend everything is okay, leaving you in a stress-filled environment for months. It's also okay for your boss to tell you that everything is going well and to keep up what you're doing and then fire you 3 weeks later. It's also okay for your boss to fire you when you're doing everything your job description says, but they want more, but give you zero guidance on what they're looking for. It's also okay to be forwarded emails from other people where VPs are trashing your work for no reason just to find scapegoats.",37 people found this review helpful,2016-06-16, Manager ,Irvine, CA,Former Employee, less than 1 year
253,Fast growing company with great career opportunity,5.0,"Career growth opportunities as the company grows and new roles are created.
Strong leadership team with a clear vision and understanding of the market.
Above market salary, strong commission structure and perks.",A fast growing company doesn't have all of their processes and roles clearly defined - this is not the role for someone that isn't prepared to figure things out themselves and be proactive in getting things done.,4 people found this review helpful,2016-05-10, Sales Manager ,London," England, England",Current Employee, more than 1 year
254,great place to work and grow,5.0,"The team, the culture, the product and the management are outstanding in the market. People do care about customers, employees and partners. The management is listening. You have the chance to grow with a fast growing company. The market is waiting for this kind of product.","As this is a fast growing company the seniority of the company and the management need to balance the growth, and they do.",2 people found this review helpful,2016-05-10, Anonymous Employee ,München," Bavaria, Bavaria",Current Employee, less than 1 year
255,What am amazing place to work!,5.0,"Great People, Great Culture and an Amazing Solution. It really feels like were on the way to building the next great Analytics Company!",As a growing company some processes need bedding in.,2 people found this review helpful,2016-05-10,  ,,,Current Employee,
256,Do not miss the opportunity to work at Alteryx,5.0,"- Amazing recruiting team, the most responsive, thoughtful and efficient I have seen so far.
- Great leadership: not only Alteryx hired some of the most respected executives in the industry, they also made sure they are fantastic to work with at a personal level.
- Everyone in the organisation, no matter how junior or senior they are, gets to make a direct impact on the business and has opportunities to speak up and being heard. This is quite rare.
- As a marketer, I think they have some of the most sophisticated marketing infrastructures out there, especially when you compare a relatively small team to the likes of large multi-billion corporates.",None so far - really enjoying it.,2 people found this review helpful,2016-05-10,  ,,,Current Employee,
257,Great company with a bright future ahead,5.0,"The culture here is amazing everybody is so easy to talk to and its just fun to be in the office. The pay and benefits are great. The product is something that everyone can stand by and believe in. There is so much mobility in the company as well. If your not certain about your current role, you have the option to move into a different role. I'm really looking forward toward seeing this company grow and I'm so happy to be a part of it.","None really, keep up the good work!",7 people found this review helpful,2016-02-22, Client Service Representative ,Irvine, CA,Current Employee,
258,Alteryx is a rocketship,5.0,everyone is aligned on the right things and focused on execution.  Never been at another company that can focus so much on execution yet still have a blast every day,"not really any negatives I think this company is the real deal.  passion, conviction, collaboration.",7 people found this review helpful,2016-01-29, Mid Management ,Irvine, CA,Current Employee,
259,"Awesome people, product & customers",5.0,"- Strong leadership and clear strategy
- Impressive team of people in just about every function (sales engineering, product, sales, marketing, FP&A, etc.)
- Outstanding, differentiated product in a hot space (data analytics)
- Rapid growth and global expansion 
- Subscription based model with extremely high renewal rates
- Happy, loyal Fortune 500/ Global 2000 customers who are willing to advocate for the product 
- Strong partnerships in both channel and alliances (such as Tableau)","- Geographic spread across ""hub"" offices sometimes makes communication a little more challenging",5 people found this review helpful,2016-01-22, Anonymous Employee ,,,Current Employee, more than 3 years
260,"Amzing Culture, Great Product!",5.0,Great team and people to work with and for. Open culture and coolest CEO I have ever had.,Outgrowing our office space but will be moving to a new office soon I guess.,6 people found this review helpful,2016-01-17,  ,,,Current Employee,
261,Sales,4.0,"Fast-paced, high-growth potential.  Very effective branding and lots of penetration in the space it's in.",Some turmoil due to the plans to IPO.  Stock program esp. the buy-back is very concerning to employees.  Need more transparency concerning company company financial and IPO strategy.  How are we supposed to make career decisions when we don;t know what is happening?,5 people found this review helpful,2015-10-25,  ,,,Current Employee,
262,Fantastic company with a bright future,5.0,"- Interesting and varied job, working across many different industry verticals
- Great team, helpful co-workers.
- Fast growing company and so lots of opportunities to grow your career
- Solid product that has the edge over similar rivals",None that come to mind so far!,3 people found this review helpful,2015-09-14, Solutions Engineer ,,,Current Employee, less than 1 year
263,Great software development team,5.0,"Alteryx has a great team-oriented environment where you work with truly talented people who are passionate about building great software.  Sharing expertise and learning new techniques are an integral part of the culture. I've learned more here than at all of my previous jobs combined. 
The pace is fast but most developers keep very normal hours. Work-life balance is also a big part of the culture. 
The executive team is very open and welcomes input from all levels.","The company rebranded itself about 5 years ago and the culture shift that came with it was difficult for a few of the veteran employees. It was hard to see some of them go but the company is in such a better place now that it's hard to argue with those tough choices. It used to be a very top-down management style but that has gone away, at least within development.",6 people found this review helpful,2015-08-19, Software Developer ,Broomfield, CO,Current Employee, more than 5 years
264,Its alright. There are better companies,2.0,"If you want to have a cozy lifestyle without much career growth and be a part of ""so called"" start up, you will love it here.","Too much politics between old founders and the new executive hires. They are an old company but they like to be projected as a  'Hot Startup'.  Work culture varies between 'ok- i can work here "" to ""it totally sucks' depending on where in the ladder you are and which team. There is nothing terrific that one can rave about.",12 people found this review helpful,2015-07-27, Anonymous Employee ,,,Current Employee,
265,Big Data software provider a great place to work,5.0,"Alteryx is on the cutting edge of the Big Data revolution.  The company is pre-IPO / purchase, so there's real opportunity for those who get in in now.  The development organization is a full Scrum shop and it quite committed to being an agile workplace.   We just moved into a brand new spiffy office space in Broomfield which includes a complimentary gym on premises and company provided bikes for taking to lunch, etc.","Because our product is B@B, enterprise-level software, we're limited in how often we can release.  That means we're often working on 8 - 10 month release cycles which  can be challenging to keep agile.",5 people found this review helpful,2015-07-23, Anonymous Employee ,Broomfield, CO,Current Employee, more than 1 year
266,Progressive atmosphere where success personally and professionally is encouraged and supported,5.0,"Goals and objectives are clear.  If you like a fast pace and you're not afraid to roll up your sleeves and work, this company will bring out the best in you.",Sometimes that pace and expectations can be excessive.  You must be fully committed to survive.,6 people found this review helpful,2015-07-19, Anonymous Employee ,,,Current Employee, more than 5 years
267,HR,5.0,"Alteryx is a growing organization with tons of momentum in the data blending and advanced analytic space. The employees are thoughtful, creative, dedicated.  Integrity and ingenuity is part of everything we all do, no matter what department we work for.  Upper management and executive leadership share a common vision of success and growth for the company and they take time to recognize the contributions of our various groups/teams.  The environment is a great mix of fun and focus and the work hours are flexible. Business casual everyday at some really great locations. I would recommend this company to anyone!","No company is perfect, but this is honestly the best org. I've worked for.",3 people found this review helpful,2015-07-17, Human Resources Generalist ,Broomfield, CO,Current Employee,
268,"Great People, Product and Culture",5.0,"Alteryx not only has a great product that just about everyone can use in their daily lives, but also a dynamic group of people working for the company. They train everyone on the product and actually listen and take action on employee feedback. It's the first company where I don't dread opening my email every morning and enjoy seeing the team at the office.","Can't think of any...I do overindulge on the free snacks and beverages, so I may have gained a few extra lbs.",3 people found this review helpful,2015-07-17, Anonymous Employee ,Irvine, CA,Current Employee,
