,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1476,Security Company,3.0,Saw first hand cyber-attacks and the defensive measures to defeat,owned by Akamai but nothing major,Be the first to find this review helpful,2015-05-21,  ,,,Former Employee, less than 1 year
1477,NOCC Engineer,4.0,A company who takes care of their emloyees,In the NOCC it is very difficult to grow up the ladder.,1 person found this review helpful,2015-05-19, NOCC Engineer ,Bangalore,,Former Employee, less than 1 year
1478,Good offer.,4.0,One of the best distributed network. Good work life balance. good perks.,Could not find anything till now.,1 person found this review helpful,2015-05-14, Applications Software Engineer ,Bangalore,,Current Employee, less than 1 year
1479,Akamai,5.0,The people are great and the company does good work.,The company is fairly stingy with raises,Be the first to find this review helpful,2015-05-13,  ,,,Current Employee,
1480,Awesome Experience,3.0,"It was nice working in Akamai for almost 4 years, you will not get any pressure on work, All people are chilled out. Friendly environment,","I do not  feel any problem with this company, but the engineering  teams do not adopt new technologies in time.",Be the first to find this review helpful,2015-05-12,  ,,,Current Employee,
1481,Love the energy,5.0,Smart technical people with the intention to change the world,Growing pains and challenges scaling the company,1 person found this review helpful,2015-05-09,  ,,,Current Employee,
1482,A cyber security focused role,5.0,You aren't working on a traditional set of problems. Your work spans multiple domains of technology that you may not be comfortable with or for that matter 'have ever heard off'. To summarize what its like working for Akamai - there's always an incentive to come back to work as you may more often than NOT come across a problem for which there aren't any answers. Ohh damn - Now get to work !!  -,"There is some balance to the chaos you deal with everyday. But I do believe we can do better in terms of 'sharing + learning', things like - cross functional collaboration/trainings/discussions beyond the everyday needs to create a truly tech savvy workforce. 

And lastly in terms of career progression, there is a lot of seriousness in terms of a plan/support/process. However I'd be interested if we as a company can think of career progression outside the realms of natural vertical or lateral movements. This currently happens in some pockets/parts of the company. I'd love to see a larger plan.",Be the first to find this review helpful,2015-05-08, Anonymous Employee ,Bangalore,,Current Employee, more than 5 years
1483,principle business analyst,4.0,"Great team oriented people, off the charts expertise and available for discussions",IT politics in small areas,2 people found this review helpful,2015-04-29, Principal Business Analyst ,Cambridge, MA,Former Employee, more than 1 year
1484,I have been working at Akamai full-time (More than 2 years),5.0,"Company culture, Excellent work if you are in the right team, No politics, Performance speaks everything, great colleagues, decent non work related activities",In this period still not found any cons,Be the first to find this review helpful,2015-04-29, Network Engineer ,Cambridge, MA,Current Employee,
1485,TPM,5.0,"Just started - one think I notice everyone is very focused on one thing ""success""",I haven't noticed any Cons to date,Be the first to find this review helpful,2015-04-28, TMP ,New York, NY,Current Employee,
1486,Senior system software engineer,5.0,Akamai is great place to work. I was fortunate enough to be part of Akamai.,None I can think of.,1 person found this review helpful,2015-04-24, Senior Systems Software Engineer ,Cambridge, MA,Current Employee, more than 5 years
1487,HR,5.0,"Great company, great culture with lot of growth opportunities","It is growing at a very high speed, so needs more work around processes and infrastructure to sustain the growth",Be the first to find this review helpful,2015-04-23,  ,,,Current Employee,
1488,Exciting culture with intelligent people looking to find solutions to complex problems.,4.0,The people and culture make the company. The technology is very enticing and easy to get excited about. Flexibility to get involved with areas other than your core competency.,"Sometimes the work can be a little redundant in terms of daily tasks. Most of the people you will interact with will be helpful, but it is often hard to know the right person to reach without doing a little bit of searching first.",Be the first to find this review helpful,2015-04-23, Anonymous Employee ,,,Current Employee, more than 1 year
1489,"If you get a choice, work in Platform",4.0,"* Superb technology and Platform reach
* High growing company and great stock/financials
* Fast moving companies despite its size","* If you get a chance, work in Platform groups. All other organizations are subpar. Platform is simply the best. 
* Red tape is increasing
* If CEO retires, the company outlook will turn south very quickly",1 person found this review helpful,2015-04-23, Senior Product Manager ,Cambridge, MA,Former Employee, more than 3 years
1490,Channel,4.0,"Great opportunities
Great group of people
Very helpful, good tools to help onboard",Need to establish some processes and let go of some others,Be the first to find this review helpful,2015-04-22,  ,,,Current Employee,
1491,Good place to work if you have the right manager,3.0,"- Good stock options
- Flexi work timings
- Flexi work from home options (if you are in the right team - not all teams have this)
- Salaries are fair
- Above average transport & house-keeping facilities","- No clear growth path. This is ~15 year old company still acting like a start-up. You grow inorganically & fast, IF you have the right contacts. People get promoted thrice in a year at times, and cannot do justice to the senior positions.
- Work from home is only available if you have a supportive manager.
- Lot of people hanging around with around 10 years of tenure, and walk around with their noses held high. Laterals are looked down upon by them, especially if the lateral hires turn out to be more talented.
- Overall, Akamai is a very good place to work, IF ONLY your direct manager is good, else it's just another IT company with similar culture & perks.",5 people found this review helpful,2015-04-22, Anonymous Employee ,,,Current Employee,
1492,Manager,4.0,"Excellent HR policies
work flexibility
performance driven culture","lot of work 
should be always on your toes",Be the first to find this review helpful,2015-04-22, Senior Program Manager ,Cambridge, MA,Current Employee, more than 1 year
1493,A very exciting company on the edge of greatness.,4.0,"Great company with fantastic employees and benefits. Some of the best minds in IT work here and are driven to a common goal of making the Internet faster, more reliable, and scalable. Benefits package is very good: unlimited time off, paid maternity/paternity, 1/2 of 8% 401k matching, etc. 

Fun working environment with the primary driving factor being to work hard but have fun.","Company culture dictates that you're ""always on"", which has an impact on work/life balance. The general expectation is that you will be available if needed for a customer, regardless of holiday / weekend / time off.

Extremely risk adverse company (with regards to employee terminations) meaning that some employees are not performing and yet remain with company. As it continues to grow this becomes more of a challenge as the company is losing it's ""Akamai DNA"" and the new hires don't have that same drive.",Be the first to find this review helpful,2015-04-20,  ,Atlanta, GA,Former Employee, more than 3 years
1494,NOCC,4.0,Akamai is Great place to work,Nothing much to say ...,1 person found this review helpful,2015-04-18,  ,Bangalore,,Current Employee,
1495,Performance Engineer,2.0,"Good work Culture
Flexible Technical Managers","No proper benefits
No proper Equity shares
Poor Evaluation of performance appraisal",1 person found this review helpful,2015-04-17, Performance Engineer ,Bangalore,,Current Employee,
1496,Great company - good people & benefits,4.0,"Benefits - excellent health insurance, stock options, great office location in Kendall Sq.
People - smart and
Work life balance - respect time with family, People work hard but also have a life outside of Akamai","If you leave the company, you won't be paid out for any vacation since it's an ""unlimited vacation policy"" so make sure to take vacation regularly. Also since managers need to approve your timeoff, it sometimes can be challenging to take vacation if you have a difficult manager.",Be the first to find this review helpful,2015-04-16, Anonymous Employee ,Cambridge, MA,Former Employee, more than 5 years
1497,Solution Architect,4.0,"Very good company to work.
Flexible timings.
Good shift payouts.",Work will be hectic some times,Be the first to find this review helpful,2015-04-15, Solutions Architect ,Bangalore,,Current Employee,
1498,Discrimination.,1.0,"1) Free Coffee.
2) Free backpack.
3) When they ask you to work weekends and holidays they will keep the lights on, but the heat and air conditioning will be turned off.","1) Discrimination.
2) Hostile work environment.
3) No reward for loyalty or tenure.
4) No training, unless you're part of the ""culture"".
5) They lied about the vacation time and quickly took it away?!",34 people found this review helpful,2015-04-08, Technical Support Engineer ,Cambridge, MA,Current Employee,
1499,System Software Engineer Coop,4.0,Good learning experience with Akamai Technologies,Not much exposure since i worked for 8 months,Be the first to find this review helpful,2015-04-01, Software Systems Engineer Coop ,Cambridge, MA,Current Employee,
1500,Relationship manager Relationship manager Relationship manager,5.0,Great company to build youre career and,everything is perfect at akamai,1 person found this review helpful,2015-03-31,  ,,,Former Employee,
1501,General review,4.0,"Company culture, Excellent work if you are in the right team, No politics, Performance speaks everything, great colleagues, decent non work related activities","Bad retention benefits, Bad award/reward program. No special rewards for people who complete 5 years and more. Bad salary to freshers. Salaries are good only if you stay for 3 or more years in the company.",Be the first to find this review helpful,2015-03-30, Senior Systems Software Engineer ,Bangalore,,Current Employee, more than 5 years
1502,Best place to work!,5.0,Akamai has few of the best n smart people. So it's a privilege to work with them. You get to learn a lot. It's a people s company and people are respected and valued a lot! There is ample opportunity for everyone to grow in the company.,Work load can get pretty high at times but it's manageable :),Be the first to find this review helpful,2015-03-28, Solutions Architect ,Bangalore,,Former Employee, more than 3 years
1503,G&A,5.0,"Fast paced, open to change, fosters new ideas",Need to invest in employee development more,Be the first to find this review helpful,2015-03-10,  ,,,Current Employee,
1504,Great Company,5.0,"Compensation is above market rate.
Ability to work from home is always there
Office Culture is definitely one of everyone helping each other to make sure success is team driven.","None that I can think of.
Leadership is solid and promotions for employees who take initiative too.
Training is good but could probably do with some of the online stuff being updated as it hasn't had one in about 3 years.",5 people found this review helpful,2015-03-05, Sales ,Sydney,,Current Employee,
1505,Exciting place to be.,5.0,Pioneer in their field of technology.,Compensation should be revised Cambridge employees.,Be the first to find this review helpful,2015-03-05,  ,,,Current Employee,
1506,Ideal environment to gain experience,4.0,"Gives a multi-functional experience to people who want to grow horizontally
Has a tolerant atmosphere and timely benefits
A still growing brand name that garners favoured responses","Growth vertically is a challenge
Processes can sometimes take 2 steps back
Lack of vision to take teams forward
Work from home is a limited option",Be the first to find this review helpful,2015-03-02,  ,,,Former Employee,
1507,Talented People...,5.0,I have been working at Akamai full-time. It has a friendly atmosphere & a lot of talented people & you get to work with a lot of technologies.,Not much but a little bureaucratic & at times a little stressful. Expectations are high. The brand is not marketed well.,1 person found this review helpful,2015-02-28, Anonymous Employee ,,,Former Employee, more than 1 year
1508,Most rewarding company I have ever worked for.,5.0,"Akamai is a very fast paced organization with a high performance culture. It demands much of its employees, yet delivers exceptional challenges and rewards people for their contributions to the business. With the pace of the organization comes a fantastic work life balance.",Company can do a better job marketing itself differently based on industry and verticals. Salary increases don't happen as often as they should.,1 person found this review helpful,2015-02-25, Regional Sales Manager ,New York, NY,Former Employee,
1509,Great company to work for,4.0,Fast paced with growth opportunities. Exposure to new technologies and innovations. This company is strictly for people who have a desire to learn and go the extra mile.,"Bad habits from other ""massive hire"" companies in Costa Rica (like HP) are being detected, most management has been practically hand picked via ""special recommendations"" and much of hiring has been done via influences.",1 person found this review helpful,2015-02-22,  ,San Jose," San Jose, San Jose",Current Employee,
1510,Director,5.0,"Great company culture, good pay and time off. Flexible work schedules and remote working options.","None at the moment, will come back when I see something off.",1 person found this review helpful,2015-02-17, Product Management Director ,Cambridge, MA,Current Employee,
1511,Great Company!,5.0,"Work at home
Diverse jobs in many part of country",Lots of levels of management,Be the first to find this review helpful,2015-02-15, Anonymous Employee ,,,Current Employee, more than 1 year
1512,Akamai in ANZ,4.0,"Leader in the market
Dealing with the customer who are progressive which is good for CV and everyone is moving to the cloud
Rock solid products
People are great if you just get on with the job","Some politics is seeping in which is inevitable as the size grows
Not everyone knows who Akamai is
Pay is not always the greatest",1 person found this review helpful,2015-01-31, Sales ,Sydney,,Current Employee,
1513,Strategic Account Exec,4.0,"culture is great, loved the people, #1 in industry","east coast based, slow to move on new products/services",Be the first to find this review helpful,2015-01-30, Strategic Sales Executive ,San Francisco, NM,Former Employee, more than 5 years
1514,Senior Software Engineer in Test,4.0,Flexible work hours and awesome work from home policy.,Growth is very slow and laid back culture,Be the first to find this review helpful,2015-01-28, Senior Software Test Engineer ,San Jose, CA,Current Employee, more than 1 year
1515,Great company and technology to work for,5.0,"Excellent company, good employee benefits, great product which makes it stand as an undisputed champion in the field. Flexible work  conditions","Pressure is constant. Lot of self learning to do in detail. Constantly need to be updated, well read and well informed.",2 people found this review helpful,2015-01-28, Solutions Engineer ,Bangalore,,Former Employee, more than 1 year
1516,Akamai Bangalore,4.0,"Good Work Culture
Good office environment
Learning is appreciated","There are some old school Managers, who do not live up to the Akamai Culture",Be the first to find this review helpful,2015-01-27, Senior UI Engineer ,Bangalore,,Current Employee, less than 1 year
1517,"Solid company, but bureacratic",3.0,"A very relevant company with a clear vision for its own future.  Certain areas of the company lead the world in what they do. If you're interested in networking or security, there is no other place to be.","Communication across the organization is difficult, different parts of the company jockey and compete with each other. Parts of the company not directly related to the core business (CDN, security) sometimes have second-rate people. Not always, but sometimes. If you're interviewing, judge your interviewers as much as they're judging you.",5 people found this review helpful,2015-01-27, Senior Systems Software Engineer ,Cambridge, MA,Current Employee, more than 1 year
1518,Headquarter review,4.0,"In cambraidge, MA. 
Easy to reach with the T.
They work with very established companies.
Highly talented teams
Growing rapidly over the past couple of years",Didn't notice any cons yet,1 person found this review helpful,2015-01-25, Data Scientist ,,,Current Employee,
1519,Platform Operation Engineer,5.0,Best place to work. Good pay. Good Management.,No such point is there to be discussed.,Be the first to find this review helpful,2015-01-25,  ,,,Current Employee,
1520,Worst company ever,1.0,"Good salary and benefits.

Good products","You will be treated like a slave, no right to voice your opinion or have employee rights.

Management cares about running reports only.

Lack of respect and assistance.

What you sign on the contract will not be what you will be doing.

The company cares only about revenue.

Poor internal knowledge base and tools.

HR are not professional at all and don't know what they are doing. They will not help you but instead will try to get rid of you.

Very poor culture which will make you feel worthless.

The com attracts people with the salaries they offer and bonus as well as promises which will vanish once you start working with them.",9 people found this review helpful,2015-01-24, Anonymous Employee ,,,Former Employee, more than 1 year
1521,"Rewarding, but challenging work and organizational growing pains",4.0,"Fast growing, highly relevant, high energy workplace. Smart people, industry leader. Highly focused on revenue growth, and they are hitting the goals. Liberal time off, great benefits. Compensation is good. CEO genuinely cares about the people. Professional company.","Engineering and Sales driven. Marketing is a bit stuck in between, if you happen to be there. Growing so fast it is hard to keep up. In leadership positions, work-life balance can be tough.",3 people found this review helpful,2015-01-14, Marketing Director ,Cambridge, MA,Former Employee, more than 3 years
1522,Good,5.0,"Work culture is good, freedom to experiment, can work on latest technologies. Excellent place for learning new stuff.",Work life mis balance depends on team though. Can be a bit chaotic at times.,Be the first to find this review helpful,2015-01-12,  ,Bangalore,,Current Employee,
1523,Good Company with great work/life balance.,4.0,"Work & Life balance with great flexibility of work from home.
Great people and team (may be this is personal to my team ;-)
One of the best management team. 
One of the coolest CEO (MIT professor)...such a gentle and humble person (well those traits are more in Akamai DNA..as they would like to say)","One might end up doing the same stuff over the years and very disappointing career progression or promotion path.
Salary on the lower side.
No snacks/food.",Be the first to find this review helpful,2015-01-12, Anonymous Employee ,,,Current Employee, more than 5 years
1524,one of the best company,5.0,"when i am working here, i feel its a home as every where its friendly culture",For work domain all new technologies are implementing here hence there is a good scope for learning ....,Be the first to find this review helpful,2015-01-06, Database Administrator ,Bangalore,,Current Employee, more than 1 year
1525,"A place to go if you get laid off...otherwise, move on",2.0,"Reasonable salary. Good benefits. Profitable company. GREAT work/life balance. None of that layoff garbage. Don't have to work very hard. Start at 10, leave at 5 or 6. Coffee time starts at 4. Don't really have to care much. Great place to retire at. Feels like a 2010's version of a defense contractor.","Very strict top-down corporate structure.Ossified culture. Any office outside of SF feels like a colony...everything has to go thru Cambridge. Lots of little fiefdoms, and trying to work outside of your individual fiefdom can result in much stress. Pretty much just have to keep your head down. Lots of ancient 20th century legacy technology that is not well understood by the current staff. Ad-hoc feeling to the company KDB...most queries for information on the MULTIPLE wikis results in status reports from 2004. That kind of stuff.",16 people found this review helpful,2015-01-04,  ,,,Former Employee, more than 3 years
1526,Amazing workplace,4.0,"- Akamai provides flexible work timings with 4 hours common with the team for meetings.
- Supportive team as they were really patient during my learning curve as it was my first job after college.
- Good benefits in terms of salary and leaves.
- Good learning for the first job as I worked on multiple projects.","- None I can think of, except better planning needed as work came in bursts sometimes instead of steady set of new things.",Be the first to find this review helpful,2015-01-03, Applications Software Engineer ,Bangalore,,Former Employee, more than 3 years
1527,"Great company, mgmt needs work",3.0,Work-life balance is great especially in Southern California. Development teams are a good place to learn and solve big problems.,Dated technologies makes it seem like they're way behind. Management needs better training. Agile is not a thing. Some projects seem to go on forever. Accrued vacation. Letting good employees go.,7 people found this review helpful,2015-01-02, Senior Software Engineer ,San Diego, CA,Former Employee, more than 5 years
1528,Challenging and fun place to work,4.0,"Akamai was the first company I worked for after college. The atmosphere is relaxed and fun. The workload is challenging and fun. It is the place to be if you are interested in Networks. Learnt a lot on the job, the team was very accommodating and they always had my back.",Not much to say in this regard.,Be the first to find this review helpful,2015-01-02, Software Development Engineer In Test ,Bangalore,,Former Employee,
1529,Great place to work,4.0,"Great technology, Good leadership, Growing, Flexible","Large publicly traded corporation, so things can take time.",Be the first to find this review helpful,2014-12-29, Anonymous Employee ,,,Current Employee, more than 1 year
1530,Superb company to work for,4.0,Freedom to implement your ideas. An enterprise that works like a startup. Lots of growth opportunities.,All the knowledge is proprietary.,Be the first to find this review helpful,2014-12-23, Anonymous Employee ,,,Current Employee, more than 1 year
1531,"Shoot from the hip, cowboy town",1.0,"Great opportunity to lead up into politics & run for office. To succeed, one would have to manipulate & maneuver across & over each other's body in the team or over cross functions. 

Similar to being successful in a political office, one has to integrate & follow blindly/obediently into the special boys&girls club, anyone who speaks up or acts contrary to the norm will not be tolerated & will be eradicated & exterminated.

Great opportunity to mess up your professional career, contacts & personal life. Stay away from this organization by all means necessary!","If your life has no purpose then sell your souls to this organization as they sure will run you into the ground/central atrosphere with not even a faint whiff of gratitude/genuine appreciation of the time & energy one spends away from family & loved ones. Ultimately this is a internet company & it's workers are treated like machines/computers & are expected to move along the production line quietly with not even hint of objection.

One more thing, when they are done with you even if you have not reached your full potential they'll kick you out even if you are the General Manager or non executive.",11 people found this review helpful,2014-12-12, Confidential ,Singapore,,Former Employee, more than 1 year
1532,Akamai used to be a great place to work but not anymore!,2.0,"Big company benefits - good health care, Discounted Employee stock purchase plan (ESPP), 401k.  Good place to gain broad technology skills (CDN, internet, security, performance, FEO)","Extremely political culture, too many layers of management, poor career advancement opportunities,  everyone overworked, no vacation policy (elective)",9 people found this review helpful,2014-12-11, Anonymous Employee ,,,Former Employee, more than 10 years
1533,Not bad,3.0,"Work life balance, good food, excellent cab services. A little away from startup it had been a few years ago. Good work environment",No challenging work. Politics within teams and inter-team politics too. Bad rating system. Over-hiring over the past few years. Once-great nterview process has been slacking.,1 person found this review helpful,2014-12-10, Software Engineer ,Bangalore,,Former Employee, more than 1 year
1534,Not all what it is built up to be,2.0,"Flexi timings, work from home, free transport, perks","Over a period of time, there has been a recurring theme of ""we have hired you from big companies to take us there"" but “Akamai is great because it doesn't have any ""archaic” practices like big companies”. While the CDN business is growing, the company doesn't have the will to grow. Discussions on any new processes are thrown because ""we have been doing this way for x number of years"".

Another of the themes has been the difficult interview process. Everyone will talk about how difficult the process was and how you are the cream of the crop. Most of these people are extremely bookish knowledge about how to go about implementing technology. Most of the discussions will be without real life experience. As another reviewer put it if they find you to be good, they will move into rooms to avoid discussing things in front of you.

The last theme has been of people more interested in pushing their agendas. This can range from:
a. pushing their own product - Couple of products funded at the VC stage by VP and CIO are being implemented, even though they are not the best tools available. 
b. people more interested in showing themselves off - VPs and onsite counterparts will constantly snub you for giving advice on the very things you were hired for.",6 people found this review helpful,2014-12-10, Software Engineer ,Bangalore,,Current Employee, less than 1 year
1535,"Top down culture run by bureaucrats,well supported by HR.",2.0,"Good viable business.
Good developers and testers mostly. Very smart, interesting personalities.
The CEO is likable and smart , but his blog ""ask Tom"" is written and signed by HR.","Culture of extreme fear, fed by many very quiet people on H1 visas..
People run away from you as soon as they sense  any trouble. Run by the incompetent old timers with the great social skills, who would  turn your every word against you.  The ability to do the job does not count at all. HR refuses to look at that.
Developers discuss  technical details behind the closed doors, so  to avoid disappointing those sharks with too much knowledge. Groups are isolated and only communicate to each other after the manager's approval. 
Six levels of hierarchy between a developer and the CEO.",22 people found this review helpful,2014-12-03, Software Engineer ,Cambridge, MA,Current Employee,
1536,nice,3.0,you will always learn new things.,should be comfortable working on night hours.,Be the first to find this review helpful,2014-11-27, Software Development Engineer In Test ,Bangalore,,Current Employee, more than 1 year
1537,Great Place to work,4.0,"If you are motivated and have clue, this is a great place to work. Academic environment full of smart people with a lot to offer. No frills atmosphere, but generous pay and overall compensation package.","The new office scheme, but that's being fixed.",Be the first to find this review helpful,2014-11-18, Director ,Boston, MA,Current Employee, more than 3 years
1538,The place to be!,4.0,"Smart people, Great culture and work environment and employees that collectively work towards one goal of making the internet more reliable, secure and fast.",Work days can be very long some times.,Be the first to find this review helpful,2014-11-18, Anonymous Employee ,Cambridge, MA,Current Employee, more than 1 year
1539,Akamai is one of the best companies I have ever worked for!,5.0,I love what I do!  and I am proud to be part of an organization that delivers internet solutions necessary for the high tech. world we live in.   Akamai provides flexibility for working women with families.  This allows me the balance I need in my personal life to keep focused on my career.,"Some days I wish I worked closer to the city , but the pros of working here far outnumber the cons!",Be the first to find this review helpful,2014-11-17, Senior Lead Recruiter ,Cambridge, MA,Current Employee, more than 1 year
1540,The place I want to retire,5.0,"Akamai's corporate culture makes you enjoy coming to work on Monday morning.  We're responsible for the internet, so we're in the cloud and working with cutting edge technology.  Add fair market compensation to the mix with a good bonus, company stock, and good benefits.  There's no other employer in South Florida who can compete with this mix.","Our location was acquired, so now there are more processes and procedures which we're not used to.  It slows down the process, but at the same time it is necessary for a company that is as large as Akamai.  A very small negative in the grand scheme of things.",Be the first to find this review helpful,2014-11-17, Anonymous Employee ,Fort Lauderdale, FL,Current Employee, less than 1 year
1541,Fantastic environment. Family Culture. Job for life,5.0,"Solid income, good bonus structure, fantastic training, amazing staff both talented and friendly, excellent work-life balance, large company which opens opportunities globally and internally","UK head office is based in Addlestone - poor location for almost every reason. Commute is a pain, lunch is horrible in the area etc.",Be the first to find this review helpful,2014-11-17, Technical Support Engineer - II ,Addlestone," England, England",Current Employee, less than 1 year
1542,Great company overall.,4.0,World class services in both web acceleration and security.  Bright future because services are in high demand by global companies.,increasingly political with entrenched long timers leading everything.   Very top down management culture.,5 people found this review helpful,2014-11-14, Marketing ,Cambridge, MA,Current Employee, more than 5 years
1543,Best place to work at,4.0,"Higher management, technology, great work culture","Nothing much in cons, It is good life here",Be the first to find this review helpful,2014-11-11, Network Operation ,Bangalore,,Current Employee, more than 5 years
1544,"Work life balance is a joke, Politics, Too Slow to Innovate,",2.0,"Middle management is political ( if you like that sort of thing) , Established company","They have a highly political middle management especially in the media division. Innovation is missing and company is riding wave of increased video traffic on internet. Upper management is entrenched in slow decision making process and is passive about any major changes in organization to shake up things.  

To get something up and running takes months. To rollout products takes years.

They have highly distributed infrastructure which is closer to end users but also limits rapid deployment and limits rolling out new business like cloud services much slowly.",9 people found this review helpful,2014-11-11, Anonymous Employee ,,,Former Employee, more than 3 years
1545,Senior Software Engineer in Test,4.0,"Work environment allows for flexible schedule, market leader in CDN, and we provide a valuable services other business.","Long hours and need to be on call with India most nights, which is 12.5hrs apart, therefore creating a 24hrs work cycle in the work place.",1 person found this review helpful,2014-11-11, Senior Software Engineer In Test ,Santa Clara, CA,Current Employee, more than 3 years
1546,Review for Interview process,4.0,"Fast, logical, transparent, competitive salary & flexible.",Need to spend some time before I write anything on this.,Be the first to find this review helpful,2014-11-07,  ,,,Current Employee,
1547,Great Place to work,5.0,"Everything is great , the people, the management , the  furniture provided is ergonomic, you are respected and your ideas as well , no matter where you are in the company heirarchy!  If you do well you will be highly appreciated. The best part you get to work with smart people every day! I would recommend this company to anyone!",Work from home not allowed in certain roles,Be the first to find this review helpful,2014-11-07, Client Service Manager ,Bangalore,,Current Employee, more than 1 year
1548,"Smart people, meaningful work",4.0,"Some very smart co-workers, fascinating work, our products make the Internet run.  Easy access to upper management.  At Akamai, you get to learn about how the Internet work, and about how other companies use the Internet.  Awesome work-life balance, and the people here are wonderful - nice people with families.  Great diversity here too - there are people with PhD's in physics, math, and computer science, even neurobiology.  Not just code monkeys.","Compensation is not competitive with Facebook/Google; the company is at an awkward size.  We're not a startup, and though we try to recruit the same people who go to Facebook & Google, we don't have the cash to compete with those giants.  Documentation on internal technologies can be hard to find.",4 people found this review helpful,2014-11-06, Senior Performance Engineer ,Cambridge, MA,Current Employee, more than 1 year
1549,Exciting place to work,5.0,"Really smart co-workers, Exciting / challenging work at scale, Empowering culture","Culture struggling to scale, Narrow focus on shrinking CDN market",Be the first to find this review helpful,2014-10-30, Program Manager ,Cambridge, MA,Current Employee, more than 3 years
1550,Excellent company to work for.,5.0,"Smart people, excellent work, stocked pantry,",None that I can think of right now.,Be the first to find this review helpful,2014-10-30, Software Engineer ,Bangalore,,Former Employee, more than 1 year
1551,Good experience,4.0,"Good pay and benefits, tenured people who care about the company",Too many meetings.  Culture encourages a lot of structure and hierarchy which is a bit stifling,Be the first to find this review helpful,2014-10-28, Administration ,Cambridge, MA,Current Employee, less than 1 year
1552,Domain leader with cutting edge internet technology!,4.0,Great technology in the internet space. Highly employee friendly. Good packages.,"Stressful at times and challenging to strike a personal-work life balance, but builds stronger skills and knowledge if one can learn to balance home & office.",Be the first to find this review helpful,2014-10-27, QA Engineering Manager ,Bangalore,,Current Employee, more than 8 years
1553,Awesome Company to work for :),5.0,Friendly atmosphere and working with many talented people is exciting.,Need more  coding hackathons.,Be the first to find this review helpful,2014-10-26, Applications Software Engineer ,Bangalore,,Former Employee, more than 1 year
1554,Sales,2.0,"Intelligent Product , Strong Competition , Good Salary","Too hard work , High pressure",Be the first to find this review helpful,2014-10-24, Anonymous Employee ,,,Current Employee, more than 1 year
1555,Great in its space,4.0,The pioneers of CDN technologies. Cutting edge work in the content delivery optimization space. Great corporate culture and extremely talented employees.,Bad at weeding out non-performers. Management overly focused on financial numbers and sometimes overlook exciting opportunities if there's no short to medium term monetization  potential in an idea.,Be the first to find this review helpful,2014-10-22,  ,,,Current Employee,
1556,Akamai has a wonderful and well planned summer internship,4.0,"good working environment
good work n life balance
helpful seniors
decent compensation 
good career opportunities",i cant really think of anything....,1 person found this review helpful,2014-10-18,  ,,,Former Employee,
1557,"Did not work out for me, but a good company to work for.",4.0,They have a lot of talented people there.  Good teamwork.  The management in my area was great.  Great technology.  Strong company values.,"Because they are a rapidly expanding company that is fairly young, they lack adequate procedures for some basic  processes.  Internal tools are also lacking in some areas.  They have extensive training for new employees, however a fair amount of it is antiquated.",Be the first to find this review helpful,2014-10-16, Solutions Engineer ,Chicago, IL,Former Employee, less than 1 year
1558,"Smart people, great engineers, poor management otherwise",3.0,"Smart people, great products, great engineering team. Stay away from finance.","Outside of engineering, the management is sophomoric. Imagine allowing a strong individual contributor with zero management skill to manage a team of 15 people. And then meet with each one of them  every week and encourage each to rat on the others.",7 people found this review helpful,2014-10-11,  ,,,Current Employee,
1559,Excellent PLace to work,4.0,Good place to work at.,Less Salary and learning curve is slow.,Be the first to find this review helpful,2014-10-10, Solutions Architect ,Bangalore,,Current Employee,
1560,Good employer,4.0,"Unlike many companies that claim ""possibilities of career development"" but you end up stuck to a chair, Akamai *really* gives chance to develop your ""career path"". There is possibility of changing position and/or team within the company if you're interested in going forward with what you do, team managers are open to talk about it, and so on. Sure, you must be a good employee to get a chance.

AFAIK, salary in Krakow is quite competitive. Office is generally nice, but be prepared for open-spaces. Even though Akamai is international corporation employee is not bothered with too many procedures and bureaucracy, however this strongly depends on division employee work in.

Nice atmosphere among people, and what's important, good and mostly friendly relationships with managers.","It is still corporation, not a small company, so there ARE some procedures and some stiffness, not everything is a matter of talking to somebody. Some things just cannot be changed. Salary ranges are defined for a position, so be aware what position you're applying for.

Hard to park a car around Krakow office. ;-)",2 people found this review helpful,2014-10-07, Senior Site Reliability Engineer ,Kraków,,Current Employee, more than 1 year
1561,3 years work-ex in Akamai,1.0,"1. No dress code
2. People are good
3. Cafeteria/Food is good","1. No proper promotion. They created some sudo ranks with addition of ""2"". Like TPM 2. In future they may add further numbers. this means you are not really promoted.
2. No proper Salary Hike.
3. Shift Allowance is same from past 4 years and no plans to increase in near future.
4. If you are working honestly, you will not get promoted or will get hike until you do something ""extra""
5. False promises are made by managers. Some newly added managers have spoiled the entire culture
6. HR department/Management sux and they treat Indian employess as 3rd world country employees
7. Work from home is only on papers/rule books.
8. Only managers travel abroad [multi times an year] to meet the other office employees, not the team members
9. Salary is less as per market standards
10. MICROMANAGEMENT all over [specially in professional services team].",9 people found this review helpful,2014-09-20, Solutions Architect ,Bangalore,,Current Employee, more than 3 years
