,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
596,Credit Risk Analyst,3.0,Benefits and training are good,There are a lot of pressure to perform your job,Be the first to find this review helpful,2014-10-27, Anonymous Employee ,,,Former Employee, more than 5 years
597,This company cares,4.0,Good enviroment. Encourages promoting from within.,"The growth is so fast that sometimes, I'm not sure the decisions are being thought through.",2 people found this review helpful,2014-10-24," Senior Coordinator, Sales Support ",Columbus, OH,Current Employee, more than 5 years
598,Warning: Bipolar culture,2.0,"Very good benefits
Can participate in approved volunteer work activities during work day (Habitat for Humanity, food bank)
Some employees are very nice and passionate about their work. If you're lucky enough to work with them, this is a huge advantage.
The day before a holiday, managers often let you go a little early. This is really nice to help you get an early start if you're going out of town","They have some employees who have incredible skills that are not utilized (management is insecure and scared of them being successful and making them look bad), are berated by their managers and asked to do low-level work in the hopes of getting them to quit. However, management refuses to let the problem employees go. The company recently laid off employees, resulting in those left behind now working 2 jobs, yet they have an unrealistic expectation that these employees will be able to continue this long-term without help. They put a lot of focus on charity events and extracurricular activities and expect you to participate, but most don't have the time due to the layoffs but do so anyway for the sake of office politics and not make their managers or work groups look bad. Many seem nice but they're really passive aggressive and will go over your head to complain, so you have no opportunity to directly address issues and resolve problems.",5 people found this review helpful,2014-10-19, Anonymous Employee ,,,Current Employee, more than 1 year
599,Customer service rep,4.0,"Great pay, good bonus structure, lots of pto, management can be very helpful, can tell company really cares abt their employees","Crazy work schedules, have to work almost every Saturday and even work some sundays, lots of changes, everyone not on same page",Be the first to find this review helpful,2014-10-18, Customer Service Representative ,Lenexa, KS,Current Employee, less than 1 year
600,"Generally, a negative employment experience.",1.0,"The investment in company infrastructure (databases, PC's, phone systems, etc...) is excellent. Low level, team, management generally relates to their assigned teams well, which is really the reason ADS is able to meet the contract commitments they have sold.","Company culture is closed. The goal here is to keep departments in the dark on their related contributions to organizational goals. Leadership has a silent, ""don't ask...don't tell,"" policy. Those asking too many questions will be told this, in no uncertain terms. Senior leadership, in partnership with HR, can be abusive. There is absolutely no room for growth.",6 people found this review helpful,2014-10-11, Anonymous Employee ,,,Former Employee, more than 3 years
601,Terrible,4.0,No leadership. No clear direction. Terrible crisis management.,Staff is terrible. Like being in a clique,5 people found this review helpful,2014-10-05, Customer Care ,Columbus, OH,Former Employee, more than 1 year
602,"Awesome people, great company",5.0,"Full and part time, competitive pay. Very organized disciplined and well trained supervisors ! Reasonable attire restrictions and security enforced.",Nothing bad I loved working for this company !,Be the first to find this review helpful,2014-09-21,  ,,,Former Employee,
603,A holding company with separate cultures.,4.0,"Lots of the benefits of a big company while still having that small-company feel. The fact that we fly under the radar can be a plus. Fairly good benefits. The compensation philosophy has been described to us as ""50% mark in salary, 75% mark in bonus."" As long as the stock price has been rising it has been good.","Not many growth opportunities or chances to move into different divisions. You don't get help managing your career, so you have to rely on your own self-promotion to move up. They may be hitting a wall from stock price growth, which will mean cuts.",Be the first to find this review helpful,2014-09-18, Senior Consultant ,,,Current Employee,
604,Collections Rep,1.0,Money is great! Insurance was great!,The staff is awful and if you end up needing emergency surgery and extra time off because you aren't healed they will let you go.,3 people found this review helpful,2014-09-07, Collections Representative ,Milford Center, OH,Former Employee, more than 1 year
605,Awesome Company,5.0,Excellent organization that is growing rapidly.  True team oriented environment with a focus on challenging each member at all levels to be engaged.  Pays well and rewards performance.,The commitment level necessary to keep up means this company is not for everyone.,Be the first to find this review helpful,2014-09-06,  ,,,Current Employee, more than 10 years
606,Great Culture,4.0,"Great work-life balance, benefits keep improving, the risk department is very friendly, there is a lot of department outings that improve teamwork and boost productivity.",No cons worth mentioning. Credit risk is a great department.,1 person found this review helpful,2014-09-03, Credit Risk Analyst ,Columbus, OH,Former Employee, more than 1 year
607,Horrible employer!,1.0,"Good pay, if that's all that is important to you.",HR team has poor leadership and lacks heart. Inconsistent and unfair practices.,8 people found this review helpful,2014-09-01, Anonymous Employee ,Columbus, OH,Former Employee, more than 3 years
608,The company has a lot of potential but lacks the leadership to live up to it's full potential,3.0,Company is on target in developing a good culture and could benefit from a good shake-up..  Benefits are generally good.  The company's stock performance has been stellar!,The company is plagued by passive-aggressive leaders lacking in management capability and competence.  Painfully and woefully lacking in diversity and clueless about managing differences..  Fear and intimidation are not good management strategies.,5 people found this review helpful,2014-08-18, Anonymous Employee ,,,Former Employee,
609,A good job,4.0,"As a Customer Service Representative, the training is well rounded and covers the job requirements well. I was ready for just about anything they could throw at me on the floor. The teams are fun and I had much support as I ventured into a new field of work.","The one con I can think of is the sales. I was required to sell a product for Credit Cards that was obviously not a good product considering I received complaints about it all the time, yet we where required to make a certain amount of sales by any means possible.",1 person found this review helpful,2014-08-08, Customer Service Representative ,Westminster, CO,Former Employee, less than 1 year
610,Not bad,4.0,"all the basics. 401k, commission, pto, paid holidays, make my own schedule",scheduling requirements (must work x weekend hours per month),Be the first to find this review helpful,2014-08-06,  ,,,Current Employee,
611,Not What it Seems,3.0,The best thing about this company : the people who work here are amazing and friendly. The pay is good. The health benefits are good.,"Our work life balance is non-existent.  I understand needing to focus on customer's needs/ the needs of the business, but our schedules are lousy.  We are always on the phone with back to back calls, and must work reports at the same time, but our work is incredibly monotonous.  Changes occur about as quickly as a stalagmite forms.  Employees who have been here for a long time treat newcomers like crap.  The hoops we have to jump through to get a promotion are clear cut and impossible. I definitely would not want to be a supervisor--they get fired constantly and never seem to have a chance to prove themselves.",1 person found this review helpful,2014-08-02, Phone Postion ,Westerville, OH,Current Employee, more than 1 year
612,Working at Alliance Data,3.0,"Good overall work-life balance, easy visibility to senior management, ability to shift departments, benefits of being in a growing company, with a great health benefits plan and 401k matching plan","Working here can sometimes become very slow, stagnant and frustrating. Not a very diverse company to work for.",Be the first to find this review helpful,2014-07-17, Senior Credit Risk Analyst ,Columbus, OH,Current Employee, less than 1 year
613,"Love the company, not the job.",4.0,"- great company
- room for growth
- great starting pay ($12 an hour)
- incentive is wonderful (extra money on your end of the month paycheck)
- they help you make a game plan of where you want to be in the company and what it takes to get there.
- when I when on leave from work suddenly they were so understand and willing to help so I wouldn't be fired.","- split shifts ( 8 am to 1) then (5 pm to 10)
- very fast past 
- you are a credit card collector so everyone on the phone isn't the sweetest
- If you don't rank you will eventually get fired, but there is help for those struggling 
- I personally hated being a collector, but for some it can be a great thing. 
- sometimes between the younger employees it was like high school drama. Most of them were fresh out of high school.",1 person found this review helpful,2014-07-13, Collector ,Columbus, OH,Former Employee, more than 1 year
614,Great place to work!,5.0,Lots of money to be made in collections,Over time is expected there,Be the first to find this review helpful,2014-07-07, Collector ,Whitehall, OH,Former Employee,
615,Payment sloutions,3.0,pay what you are worth.,"bad supervisors, fire you if you miss work because of funeral",2 people found this review helpful,2014-06-02, Anonymous Employee ,Lenexa, KS,Former Employee, less than 1 year
616,The experience was a great learning experience.,4.0,"The company is really laid back, is all about their employees and also has a great focus on customer satisfaction.",They are not open to outside suggestions from new employees. I was in their leadership program and 2 weeks from completing the program. I was let go because I was not a match for their culture.,1 person found this review helpful,2014-05-28, LDP ,Columbus, OH,Former Employee, less than 1 year
617,Thinks of you as a number and company makes sure you're never off phones.,1.0,"Good benefits, company is on the rise, great incentives, you can grow ONLY if you have great attendance and everybody in upper management already knows you.","Supervisors are never on the phones, they don't have a great work/life balance and overall a lot of people just passing the buck, PTO is given per six months and if you're sick, that takes away from the time off for vacation which really should be changed, always changing policies.",10 people found this review helpful,2014-05-20, Customer Care ,,,Current Employee, more than 3 years
618,"The Good, The Bad, and The Ugly",2.0,"The company is growing and there are many types of job openings available. There is always room to move either laterally or upwardly. The company offers great pay and benefits, and overall I feel the work life balance was okay.","Management is TERRIBLE! I have never experienced so many back stabbing individualS, EVER! Management treats people below them like they are much better than them. They make you feel bad when you make a mistake, and they make a HUGE deal of it. You feel as if your best is NEVER good enough. HR is not good about keeping complaints confidential. They don't necessarily mention your name, but they will give so many clues and hints as to who made the complaint, that anyone can figure it out. You don't feel safe to address your concerns because there could be backlash. I would never work for this company again!",8 people found this review helpful,2014-05-07, Supervisor ,Westerville, OH,Current Employee, more than 3 years
619,Collections,2.0,Management was nice but they were there prior to the buyout.,Company bought over my former employer and took away our shift differential.,Be the first to find this review helpful,2014-05-04,  ,,,Current Employee,
620,Lots of cliques just like high school,3.0,There was tremendous growth and opportunity.   Lots of entry level positions.  The newer employees were friendly and eager to learn and help.,"Lots of managers had risen through the ranks together from working at the call center, so up until 2011 very little talent came from the outside.  As a result, there was definitely a divide between tenured workers and newer associates.   Just like in ""Mean Girls"",  If the queen bee didn't like you, then neither did any of her friends and heaven help you if you got assigned to a role that one of them wanted.  Then the lying, backstabbing and passive aggressive actions started.  

The staff is about 80% women, and, as a woman I hate to say this, the environment is very catty, gossipy, and you need to make sure that you don't make anyone mad. 

Professionals and managers had a very clerical mentality.  Example:  even though they offer flex time, co-workers would note by commenting on when they thought you were late or not putting in adequate hours.   Such as, ""I noticed you left at 4:15 yesterday""",2 people found this review helpful,2014-04-29, Project Manager ,,,Former Employee,
621,Great,5.0,"Great location, company culture, onsite fitness",None at this time or none that I can recall,Be the first to find this review helpful,2014-04-29, Benefits Analyst ,Frisco, TX,Former Employee, more than 1 year
622,customer service,3.0,if you like to sale things and talk on phone all day this would be great job for you,if you want to go to school for something other than retail they will not work with you,Be the first to find this review helpful,2014-04-17, Customer Care ,Lenexa, KS,Former Employee, more than 1 year
623,It was fun.,3.0,The best reason to work there was flex scheduling.,The bonus structure was not consistant.,Be the first to find this review helpful,2014-04-15, Collection Specialist ,Lenexa, KS,Former Employee, more than 3 years
624,Managers use their power of authority against you.,1.0,They pay very well.,"There is no dispute process put in place if a manager has it out for you. The only way to play the game is brown nosing. Management will stick together and disregard actual evidence showing that in fact other managers were out of line, lying and using their position to intimidate. This is a very hostile environment.",9 people found this review helpful,2014-03-23, Collections ,Lenexa, KS,Former Employee, more than 1 year
625,Great Place To Work,4.0,"Training, opportunity and a chance to grow",low pay base and benefits,Be the first to find this review helpful,2014-03-13,  ,,,Current Employee,
626,Pleasant working environment. Fast growing company,3.0,"Salary, work environment is very pleasant. Good career opportunities.",Fast growth has created a chaotic atmospohere.,Be the first to find this review helpful,2014-03-11, Anonymous Employee ,,,Current Employee,
627,I loved it,5.0,It's a great job with wonderful people to work with everyone is so awesome,There was nothing bad to say about this company,Be the first to find this review helpful,2014-03-05, Debt Manager ,Westminster, CO,Former Employee, more than 1 year
628,Review of Alliance Data,3.0,Company is good at making money,"Company still has immature processes. Reviews tend to be too subjective based on arbitrary information.  If you aren't in the right click, you will not advance or receive favorable reviews.",5 people found this review helpful,2014-03-02, Anonymous Employee ,Columbus, OH,Current Employee,
629,"A very positive, fun-loving atmosphere! Love what you do!",4.0,"Work-life balance friendly environment, excellent benefits package, workplace was fun and diverse.","New management changed culture to stiff and boring place to work.Inconsistency in policies and procedures were soon to follow, thus the loss of morale and good employees.",Be the first to find this review helpful,2014-02-08, Workforce Supervisor ,Dallas, TX,Former Employee, more than 8 years
630,customer service oriented,3.0,People oriented co-workers are very friendly fast pace need to keep up with all new information that comes out .,Every year change of procedures to bonus structure and call quality need to have training class for new procedures and changes.,Be the first to find this review helpful,2014-01-29, Collections ,Westminster, CO,Former Employee, more than 3 years
631,ok,3.0,good company to work for,some wrong people in certain positions,Be the first to find this review helpful,2014-01-28,  ,,,Current Employee,
632,Not worth it,2.0,"Friendly co works, flexible hours",Pushing Credit card insurance sales,1 person found this review helpful,2014-01-16, Customer Service Representative ,Lenexa, KS,Current Employee, more than 1 year
633,Long lasting and very fulfilling,4.0,Promoted growth and had challenging opportunities; diversified,Management re-alignment structures could have been better,Be the first to find this review helpful,2014-01-16, Systems Programming Analyst ,Dallas, TX,Former Employee, more than 10 years
634,Best company I've worked for.,5.0,Upper management seems to understand their roles in the company very well and are able to accomplish tasks very well together.,"The turnover rate is rather high for all of the associates on the phone. 
We tend to be short staffed at times which cause over time to happen which can be nice and annoying at the same time.",Be the first to find this review helpful,2014-01-16, Safety Services Officer ,Westerville, OH,Current Employee, more than 1 year
635,Generally very good.,4.0,The company is growing and financially secure. The work environment is pleasant and the company invests in educating associates on corporate values and strategy.,The pace of growth has led to promotions that are not necessarily merit based. Some leaders were not effective and decision making was sometimes emotional rather than rational. There was very limited career opportunity outside the Columbus metro area.,2 people found this review helpful,2014-01-07, Anonymous Employee ,,,Former Employee, more than 1 year
636,"Too much Hyper-growth, they use contractors, lie to them, and let them go",1.0,"laid back, flexible time, it was close to where i lived","Management lies to you- no one want to take responsibility, and when I was hired- they didn't have a position for me, they just ""knew"" they needed me- then after 6mo, they let me go-",7 people found this review helpful,2014-01-06, IT Contractor ,Columbus, OH,Former Employee, less than 1 year
637,Great Place to Work,5.0,They listen to employees and bonuses are great,Learning how to deal with irate people,Be the first to find this review helpful,2014-01-02, Payment Solutions Advocate ,Milford, OH,Current Employee, more than 5 years
638,My experience at Alliance Data,4.0,"They offer great benefits and they make you feel like they care for you. In terms of compensation, they give very similar to the industry standards but their bonus structure is pretty amazing. Great work/life balance.","There is a lot of bureaucracy in the company, and it seems like licking senior management is valued more than actual knowledge and skillset",6 people found this review helpful,2013-11-21, Senior Analyst ,Columbus, OH,Current Employee, less than 1 year
639,Very positive work environment. Pays well compared to similar companies,4.0,The people that work there are exceptional and make working there a lot more enjoyable.,Policies are constantly changing which can be frustrating.,Be the first to find this review helpful,2013-11-19, Autodial Collector ,Columbus, OH,Former Employee, more than 3 years
640,Ok,4.0,Flexible schedule for students open till 9 pm. Business casual dress code free parking good bonus and benefits,Not easy to transfer departments. I don't have much negative to say really! A good company to grow with when focused.,Be the first to find this review helpful,2013-11-14, Sales and Service Representative ,Columbus, OH,Former Employee, more than 3 years
641,Strange place to be,1.0,"Salaries are fair, bonuses are almost always paid for certain business units (not Epsilon)","Extreme political, if you are coming from a ""cut-throat"" environment and think you got it, think twice. This place is my utmost Halloween nightmare - everybody is wearing the Nice mask and the Happy costume, but beneath they are monsters.",6 people found this review helpful,2013-10-23, Director ,Dallas, TX,Current Employee, more than 3 years
642,Assisting customers with new accounts as well as billing questions.,4.0,I enjoyed the customer contact.,Some customers would be upset regarding their bill.,Be the first to find this review helpful,2013-10-09, Customer Service Representative ,Kennesaw, GA,Former Employee, more than 1 year
643,Fulfilling.,5.0,"pay rate, friendly environment, great training,","slow season, sitting for lengthy periods of time",Be the first to find this review helpful,2013-09-30, Sales and Service Representative ,Lenexa, KS,Former Employee, less than 1 year
644,Good place to work,4.0,"Good people
Good benefits, including very nice on site fitness center",ITS team wasn't managed well and was behind on technology,Be the first to find this review helpful,2013-09-29,  ,,,Former Employee,
645,Great company and good benifits,4.0,"Always overtime available if you want to work it, never mandatory. Monthly bonuses, additional prizes and perks. Plenty of room to grow with the company.",With growing so fast there is miscommunication,Be the first to find this review helpful,2013-09-24, Customer Service Representative ,Columbus, OH,Current Employee, less than 1 year
646,"Energetic,enthusiastic, and positive attitudes are promoted.",4.0,Great enthusiastic attitudes are highly encouraged and promoted. Monthly bonus payouts based on performance. Incentives given to all associates at times. Open to suggestions and actually implemented.,The company seems to be growing at such a fast rate that they policies and procedures are not fully addressed. This issue is causing quite a bit of inconsistency meanwhile information is not clear and/or missing for assisting customers. They appear to be working on fixing the problems as quickly as possible and the whole issue feels like the company is new to the call center business.,3 people found this review helpful,2013-08-30, Customer Service Representative ,Lenexa, KS,Current Employee, less than 1 year
647,Great company to work for.,5.0,Location is In Columbus Ohio.,Offers advancement and works with employees,Be the first to find this review helpful,2013-08-30, Customer Service Representative ,Columbus, OH,Former Employee, more than 5 years
648,"Exciting, educational, community helping experience",4.0,"The money is good, room for advancement is good, community involvement is high.","Must have a lot of patience, and enjoy repetativness",Be the first to find this review helpful,2013-08-12, Customer Service Representative ,Columbus, OH,Former Employee, more than 3 years
649,Great company to work for,4.0,Family oriented and fast track,Live 74  miles away now,Be the first to find this review helpful,2013-07-20, Buyer ,Columbus, OH,Current Employee, more than 10 years
650,The worst company I ever worked for!,1.0,A former supervisor Dave Dowling -The best supervisor I ever worked with. He is a man of integrity and stands behind his employees.,They fire you if you worked there too long. They fire you If you are unable to sale enough lousy products to customers when they call in concerning their credit card accounts. Training is poor and supervisors are poor.,10 people found this review helpful,2013-07-17, Customer Service Representative ,Columbus, OH,Former Employee, more than 10 years
651,used to be a great place to work,3.0,"variety of clients and types of work, access to executives, opportunities for career growth, nice pay and bonuses","cut-throat culture, focus on sales at all costs, 14-hour days. too much on everyone's plates. i saw someone crying every day. Employees are informally evaluated on weight and fashion choices.",6 people found this review helpful,2013-07-01, Retail Marketing ,Columbus, OH,Current Employee, more than 10 years
652,A Good Company to work for,4.0,Benefits are good to have,The Common call center issues,Be the first to find this review helpful,2013-06-11, Fraud Representative ,Westerville, OH,Current Employee, more than 1 year
653,Customer Care Supervisor,2.0,Decent benefits and 401k match.,"Unreasonable work load, poor work/life balance, heavy favoritism by all of management.",5 people found this review helpful,2013-04-18, Customer Care Supervisor ,Westminster, CO,Current Employee, less than 1 year
654,Collector,4.0,"Flexible schedule (Part-time only), it sucks if you are FT. Tuition reimbursement is great, so is the stock purchase program. It is an okay job since it is flexible (at times) and because of the tuition reimbursement and other benefits.","It feels like a prison, the job sucks. High-school environment in some departments. You are monitored for everything you do, you have to meet goals every  month. Favoritism is so obvious, some of the dumbest people I've ever met have been promoted to supervisory roles. People get fired all the time too.",4 people found this review helpful,2013-04-03, Collector ,Columbus, OH,Current Employee, more than 3 years
655,Has its ups and downs,3.0,Company doing well; non-management is friendly.,"Management is inconsistent.  There is very much a do as I say, not as I do attitude. Style is more important than substance.  What you do is less important than how you look.",3 people found this review helpful,2013-03-30, Anonymous Employee ,Columbus, OH,Current Employee, more than 5 years
656,"Unethical, unprofessional, cut throat, catty, female dominated mob mentality. I was working in a Jr. High School.",1.0,"There are some great folks that have worked there for 10,15,20 years, but they all seem to be getting fired suddenly??. 
If you are a young,attractive, female, willing to work for an insulting low salary - THIS IS THE PLACE FOR YOU!!! Apply now!",Unprofessional female executives who don't hesitate to retaliate when you tick them off. Unethical is an understatement. If you cross the wrong person - you're fired.,15 people found this review helpful,2013-03-22, Business Analyst ,Columbus, OH,Former Employee, more than 10 years
657,Great place to work if you like change,4.0,Great people. great benefits. flexible scheduling. great compensation overall,Very competitive atmosphere. A lot of change. My manager told me often that upper management wanted to fire me but he was keeping me employed. If you hear that never believe it.,2 people found this review helpful,2013-03-15, Senior Recovery Specialist ,Westerville, OH,Former Employee, more than 3 years
658,Ok place to work.,3.0,"If you don't mind sitting all day listening to peaple scream at you over the phone, this is the job for you.","Training is very bad. After 3 months, there was just one other person and myself left out of a class of 15. People quit out of frustration because they are thrown out onto the floor and don't know what they're doing. The atmosphere has a high school mentality.",1 person found this review helpful,2013-02-26, Customer Service Representative ,Columbus, OH,Former Employee, more than 1 year
659,Enjoyed working there very much.,4.0,"My manager was fantastic.  When I asked how to help him (and myself) advance, he looked for a promotion for me in another division since it was not possible in mine.  Intelligent, kind, collaborative management.","Limited career growth opportunity, but that was a long time ago (1999).  I did appreciate that my supervisor was honest enough to present the available options, regardless of how limited they were.",Be the first to find this review helpful,2013-02-25, Senior Accountant ,Dallas, TX,Former Employee, more than 1 year
660,Senior Interacive Developer,3.0,Flexability to work from home when needed.  Ability to take off when family crisis comes up.,Demand of job in comparison to home life on day to day basis.,1 person found this review helpful,2013-02-17, Senior Interactive Developer ,Irving, TX,Current Employee, more than 10 years
661,Alliance deeply cares about their employees,5.0,"5 in 5! Know more, sell more, care more! Benefits, salary, incentives (bonuses and gifts), supervisors/ management, and the ability to move up quick if you work hard. Work/Life balance is encouraged.","Work/ Life balance is hard to do if you work 12:30 - 9pm (what everyone starts out at in customer care) because it seems like your whole day is at work. Long days if you are on the phones. Can be difficult if you are a people pleaser and ""take on other people's problems"" Not everyone that calls will be happy.",Be the first to find this review helpful,2013-02-14, Customer Care (On the Phones) ,Westerville, OH,Current Employee, less than 1 year
662,I learned a lot,3.0,"Good people, flex schedule, I had a lot of room to grow and learn different aspects of the organization which has helped me with other employers.",In the same breath there is not a lot of room to grow if you want to do more than just reports.,Be the first to find this review helpful,2013-01-24, Anonymous Employee ,,,Current Employee,
663,Customer Service,1.0,call center environment is like high school,A lot of turn over,3 people found this review helpful,2013-01-08, Anonymous Employee ,,,Former Employee, more than 1 year
664,Great Company,5.0,"Work with great people from all over the world.  Company management second to none. Company not only makes it great place for it's employees, it also reaches out to the community with many charity causes.  Employees are encouraged to participate in these causes.",I really cannot think of any cons to Alliance Data as I came from a totally different environment and really appreciate Alliance Data.,1 person found this review helpful,2013-01-01, Anonymous Employee ,Plano, TX,Current Employee, more than 1 year
665,Solid company with a wide variety of opportunities,5.0,"Steady track record of growth, strong senior level leadership, competitive salaries and opportunity to advance based upon performance","Hours can be long, nights and weekends are a common requirement",Be the first to find this review helpful,2012-12-14,  ,,,Former Employee,
666,"Ok if you keep your head down, otherwise will get ground by the gears",3.0,"laid back environment, easy to just 'get by' if you keep your head down","environment and motivational structure is more discipline than incentive based. bonuses are only partially tied to performance on an associate level, not at all tied to individual performance on a management level",Be the first to find this review helpful,2012-11-10, Anonymous Employee ,,,Current Employee,
667,Great company with true value and growth.,5.0,"Great atmosphere, benefits, people. Learning and growth opportunities.",Pay range is just average.,Be the first to find this review helpful,2012-10-26, Operator ,Reynoldsburg, OH,Current Employee, more than 3 years
668,Very easy to make money if you care and lots of room for growth,3.0,Lots of time off and rewards,INcentive plan is confusing and depends on others for max payout,Be the first to find this review helpful,2012-10-25, Payment Solutions ,Columbus, OH,Current Employee, more than 1 year
669,A friendly company for the most part,4.0,"It was a fairly relaxed environment for collections, although kind of stale. Many of the people were very friendly, especially management. I thought it was nice that they had plenty of tenured employees who were helpful and professional...at least on my team.","I've worked under better management, but not by much I think. If you want low stress collections this is the place. Good communication and hard work equals results. I did hate charging the pay over the phone fees though, but since I did so well they overlooked my paltry showing. Also scheduling was VERY flexible as were time commitments.",2 people found this review helpful,2012-10-20, Early Stage Collector ,Lenexa, KS,Former Employee, more than 1 year
670,Very good work culture,3.0,Good Place to be in! They understand the problem of hard work and really appreciate. You will never want to leave once you are in,"In my opinion, there is nothing bad about it. I can not think of anything but overall a very good place to be in",Be the first to find this review helpful,2012-10-19, Manager Finance ,Dubai,,Former Employee, more than 10 years
671,Current employee at Broad street,3.0,"The pay is fair, benefits are not the best, but competitive.","I am very upset with the management treatment in the collection dpmnt (midrange) Some employees here are very rude to other employees and customers. Some employees try to act like managers and are not even professional acting to even do that. Complaint has been made to sups and management, but they don't take action to the matter. Managers treat you like animals. U can't go to the bathroom after u taken your breaks bcuz u can't use personal time to do so. If you take personal they write you up, of course they give u 24 mnts a week, which is less then 5 mnts a day, if u work 5 days. Imagine those that works 10 hours. You tell me if that's not the way animals are treated?",2 people found this review helpful,2012-09-23, Payment Solution ,Whitehall, OH,Current Employee, more than 3 years
672,Company Review,1.0,Employees great to work with,"Disparate treatment of employees, no progressive discipline, Supervisors terrible, forced to sell lousy products and services, credit cards do not work, computer applications terrible, equipment outdated, training poor, customers are treated secondary-only interested in raising revenue for stockholders. The ultimate insult is you get taxed on any special reward you receive.",6 people found this review helpful,2012-08-16, Customer Sales and Service ,Columbus, OH,Former Employee, more than 10 years
673,Good company for a second job.,4.0,Some flexible schedule options available,They don't give annual raises to SWP associates.,Be the first to find this review helpful,2012-08-04,  ,,,Current Employee,
674,Was great... until...,3.0,Great people to work with.,Lost touch with associate value and loyalty. New focus is driven by money. The wrong people are put into leadership positions. Horrible Sr. Leadership.,3 people found this review helpful,2012-08-01, Client Sales Coordinator ,Columbus, OH,Current Employee, more than 10 years
675,Heartfelt good people to work with.,4.0,"Industry leader
Work place decor
Corporate values.","limited advancement
expansion issues
Location of main office",Be the first to find this review helpful,2012-07-23, Accounting Technician ,Gahanna, OH,Current Employee, more than 10 years
676,My Experience With Alliance Data Systems,4.0,"ADS was great place to work. Employees are treated very well by everyone from upper management, to middle management and co workers. Training is abundant, and if you still need help or have any questions, there is always someone readily available to willingly and cheerfully help you. Their benefits package is generous, and their family friendly approach to employees is wonderful.","While working at ADS, I did notice that some things were over looked such as mistakes other employees were making on a consistent basis. Things that I (and other employees at my level) were seeing would go unnoticed by immediate supervisors and/or managers. This made the job a bit more stressful than it should be due to the fact that the call center would receive repeat calls from customers who were even more upset about their bills, etc, than they were the first time around due to the misinformation given to them the first time they called in to have their issue resolved.",1 person found this review helpful,2012-07-01, Customer Service/Sales ,Milford, OH,Former Employee, more than 1 year
677,"Great place to pay for college, opportunities available for Finance, Marketing, Sales, and IT majors.",3.0,"In the call center environment, many opportunities for bonuses if looking for supplemental income. Also, easier shifts to work around on a school schedule.",Difficult to move up in the company from the call center even with a college degree. The environment feels very political in terms of how much power and control your supervisor has over your ability to move up or laterally in terms of promotion. Work/life balance is becoming less important to managers as they focus more on the business growth and demand more from employees.,Be the first to find this review helpful,2012-04-30,  ,,,Current Employee,
678,Great,4.0,It has a great corporate culture,Long hours for several days,Be the first to find this review helpful,2012-04-17,  ,,,Current Employee,
679,Nice place to work,4.0,1. Overall everything positive about this place,1. Pay can be better,Be the first to find this review helpful,2012-03-01, Applications Developer ,Wakefield, MA,Former Employee,
680,Good Company,4.0,Company has great work life balance,Not sure about new managment structure,Be the first to find this review helpful,2011-11-28,  ,,,Former Employee,
681,Okay place to work,3.0,"Solid commitment from management concerning work/life balance
Respectful work environment
Professional, knowledgeable, helpful and considerate co-workers
Corp tries to give the appearance that they care about associates
Can typically count on getting the tools you need to do your work","A fairly decent number of promotions and personnel moves leave you scratching your head
Some associates acting as managers still not fit to be managers
Company health insurance incentive program always a sore spot with associates
Not much room for career advancement despite what you might be told",2 people found this review helpful,2011-11-16,  ,Columbus, OH,Current Employee,
682,Alliance Data is a great place to work and continues to be a growth company even during ecinomical downturns.,5.0,"Work Life Balance
Benefits Package
Growth Company
Growth Industry","Senior Leadership lack of interpersonal skills
Few Senior Leaders have mentoring capabilities",Be the first to find this review helpful,2011-11-11,  ,Plano, TX,Current Employee,
683,It could be better,3.0,It is a stable work environment.  Alliance Data Systems has done very well through the economic crisis and continue to do well.,Some departments are not open to ideas for improvement.,Be the first to find this review helpful,2011-09-30,  ,,,Current Employee,
684,"Flat org structure, no much politics, diverse yet stable work force, growth oriented",4.0,Democratic and attention to employee feedback. Leadership show respect to employees. Exposure to multiple different areas.  Easy access to senior leadership team.,"Less holidays days than avg (no holiday for Black Friday, New Year Eve). 
Average vacation time compared to peers. 
Not sufficient HR/org mechanism to encourage job rotation.",Be the first to find this review helpful,2011-07-17,  ,,,Current Employee,
685,Frugal but well run firm,3.0,"work life balance is encouraged
Frugal nature helped weather recession",Low pay and poor benefits,Be the first to find this review helpful,2011-06-17, Training Specialist ,Lenexa, KS,Current Employee,
686,Alliance Data is a great place to work!,4.0,One of the best things about working at Alliance Data is the people.  Everyone is very respectful and team-oriented.  People think about how to help each other.,Day to day the work is pretty similar.  Not much changes in the private label credit card world so opportunities to be innovative are somewhat limited.,1 person found this review helpful,2011-05-19,  ,Columbus, OH,Former Employee,
687,Good experience that gets you ready for future business jobs,3.0,"benefits were great, pay, people",Customers are always irate and high turnover ratios,1 person found this review helpful,2011-05-08, Customer Service Agent ,Whitehall, OH,Former Employee,
688,Pretty Good Overall,4.0,"Growing company, good people to work with and work for","Not a lot of opportunities for growth, unless you live in Columbus",Be the first to find this review helpful,2011-04-26,  ,,,Current Employee,
689,Used to be great,1.0,Good about time off it needed,No chance for advancement. General thought is that if you have worked on the phones you are not capable of anything beyond that.,3 people found this review helpful,2011-04-20,  ,Westerville, OH,Current Employee,
690,Not great,2.0,no micro managing and theres flexibility.,no growth and salaries are not great.,2 people found this review helpful,2011-03-29, Contractor ,Dallas, TX,Former Employee,
