,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1866,Good work environment,4.0,"Good work atmosphere, opportunities to move around company to a different position if you want, a lot of smart people, good balance of work/life allowed, ample vacation time, plenty of opportunities for learning and people willing to teach","As with any large company, changes can be bureaucratic when they should not be. Some things seem to be done certain ways just because they have always been done a certain way. Definitely not a small company or startup atmosphere.",Be the first to find this review helpful,2012-05-06,  ,Austin, TX,Current Employee,
1867,A company with great technology that can't seem to hire and retain excellent executive leadership.,2.0,"AMD has great technology and is consistently on the leading edge, technologically.",The internal systems are very immature & the senior leadership is weak.  It's no fun competing in a duopoly when you only have 10% market share.,Be the first to find this review helpful,2012-05-05, Regional Sales Manager ,,,Current Employee,
1868,Good place to work,4.0,"Mostly good people.  As with most companies, especially large ones, your manager creates most of the environment that makes your job pleasant or difficult.",Typical politics of a large company,Be the first to find this review helpful,2012-04-30,  ,,,Current Employee,
1869,Laid back environment in a fast pace CPU industry,3.0,"Managers are really flexible in terms of work hours. ""Benefits"" and recognitions can vary greatly depending on the project you are working on. 
Lots of opportunities to go on business trips which are as good as paid vacation at AMD if you are lucky enough to work on important project.",Criteria and standards for performance and achievement rating is a joke,Be the first to find this review helpful,2012-04-28, Senior Engineer ,Austin, TX,Former Employee,
1870,A big corporate company with small company infrastructure,3.0,"Offer the best health care package (medical, vision, dental, etc.)",Not enough support for IT support when you have IT issue.,Be the first to find this review helpful,2012-04-26,  ,,,Former Employee,
1871,My experience at AMD was overly good.,3.0,AMD offers competitive benefits and professional development.,Employees are not valued and compensation is unbalanced.,Be the first to find this review helpful,2012-04-24,  ,,,Former Employee,
1872,"Challenging, fast-paced.",3.0,"Uses latest software language, tools, and configuration management. Exposure to latest tools and technology in software engineering is quite good.","Too much coordination between different teams, quite daunting for an engineer who wants to focus on technical or engineering matters. Can do better in project management.",Be the first to find this review helpful,2012-04-24,  ,,,Current Employee,
1873,"Generally satisfying, somewhat stymied as far as growth",4.0,"The base compensation is average to above average, and there tends to be good respect for work-life balance. There are some really great people working there, and pockets of support for professional and personal growth.","While AMD talks a good talk about professional growth, I found myself blocked a bit as I tried to develop my career. There's a tendency to pigeonhole good people into their role, and while it makes sense, it's a frustrating place to be. The company changes direction in messaging, marketing, and focus often, making it very hard to really maintain a consistent story. The overall experience is decent, but lacking when it comes to really developing one's career.",Be the first to find this review helpful,2012-04-23,  ,Austin, TX,Former Employee,
1874,"Leadership is a buzzword, not a philosophy or goal.",3.0,"AMD is a good place to learn about complex semiconductor products in all aspects.  There are good opportunities in design, testing, and product definition.","The senior leadership is all about doing what someone else has already done.  Developing new IP, or new products for new areas is not what AMD is about.  If you are interested in any kind of marketing, don't join AMD.",Be the first to find this review helpful,2012-04-19,  ,Austin, TX,Current Employee,
1875,Cutting edge technology,3.0,As an recent college graduate you will gain exposure into all aspects of ASIC design. Good luck with your search.,Long hours affects work life balance.,Be the first to find this review helpful,2012-04-18,  ,,,Current Employee,
1876,"Decent company, not leading-edge",4.0,"Fair salary, reasonable growth opprtunities",Matrixed organization is somewhat chaotic,Be the first to find this review helpful,2012-04-17,  ,Austin, TX,Former Employee,
1877,8 year former employee,1.0,"1) The people - engineers (hardware, software and debug) were fantastic people.  Lower management as well were all hard working and conscientious.  I would gladly call everyone I worked with my friend.
2) Work life balance - Other than bringup/launch times, plenty of leeway was given to do the things that we all want to do: go to school with kids, eat dinner at home with family, go the the gym, etc.
3) Doing what you want - I was firm enough with my manager that when I said I was going to do something, I meant it.  So, when I wanted to learn something new, I was able to go do it.","1) Squeaky wheel syndrome - I was squeaky, so I got more grease than those around me, but they don't give you ANYTHING that you don't demand.  They really should reward people for their effort, not for their complaining.
2) Management sucks - I was there for 7 or 8 rounds of layoffs and I kept watching the talent walk out the door while the managers and PMs filled their ranks with ""architects"" and fellows.",2 people found this review helpful,2012-04-16, Member Of Technical Staff ,Austin, TX,Former Employee,
1878,Review from a new employee perspective,3.0,+ Major market player in computer hardware,"+ Different teams do not communicate. Very insular environment. 
+ Knowledge sharing...does not exist. 
+ Compensation and bonus lacking.
+ Excessive hiring of contract workers. Hire quality people, pay and promote. Many other reviews have been negative on this aspect.",Be the first to find this review helpful,2012-04-14, Software QA Testing ,Markham, ON,Current Employee,
1879,"Used to be great, deteriorating culture....",2.0,"(1) The company still has some very smart engineers.
(2) Decent work-life balance, but that is changing.
(3) Employees starting their careers get a chance to learn a lot compared to bigger companies.","(1) This is not a company to join for long term growth prospects. The most productive period of an engineer in AMD is the first 3-4 years from joining.
(2) The senior management is increasingly adopting an engineer unfriendly approach (think of Google, then reverse it). As a result, the best and brightest are increasingly calling it quits, and it seems the management does not care. There is no effort whatsoever to either retain existing talent or to attract talent.
(3) When experienced engineers quit, they are largely replaced by Program Managers (or people with equivalent skill sets), causing a severe dearth in technical leadership.
(4) There is no support for any out-of-the-box thinking at all, which is what made AMD a household name to begin with.",1 person found this review helpful,2012-04-13, Member of Technical Staff Design Engineer ,Austin, TX,Current Employee,
1880,"Poor management, top heavy, too many talkers, not rewarding doers",1.0,"Ok salary, not bad experience","Too many life time employees, from managers to engineers, who have very narrow view
Compensations always go to old timers first, not based on contribution",1 person found this review helpful,2012-04-12, Member of Technical Staff ASIC Design ,,,Current Employee,
1881,no comments,3.0,working time is very flexible,company performance is very volatile,Be the first to find this review helpful,2012-04-09,  ,,,Former Employee,
1882,Good,3.0,"Good Base Salary although the bonus plan is not good.
Nice people to work with and nice campus to work at.
Great weather year round.","Bonus plan is defficient.
Stock option plan is very small",Be the first to find this review helpful,2012-04-04, Member Of Technical Staff ,,,Current Employee,
1883,Excellent technical leaders. Innovative technology happens in AMD,3.0,"Flexibility of work type. You can shape your career as you want. 
Management will provide the opportunity","Your furture is in your reporting managers hand. He can misuse the performance rating feedback.
No one in upper management, will question his rating.  There is a repeated misuse of the ""performance rating"" system.",Be the first to find this review helpful,2012-03-31, Member Of Technical Staff ,Sunnyvale, CA,Former Employee,
1884,Challenge and benefit a lot in the cutting-edge semiconductor project,4.0,"Knowledge about  cutting-edge IC design and most advanced technology based tape out experience, could work on bigger chips like CPU/GPU fusion chips.",The Asic design flow from front-end to back-end is such sophisticated that most engineers just could not see the whole develop map of real tape out.,Be the first to find this review helpful,2012-03-29,  ,,,Current Employee,
1885,My work experience is very enriching and full of good memory,4.0,The best reason to work is AMD is because it's a not a cut-throat environment and you can have a work life balance. Everybody is doing their best and help each other as a team. As the result you're inspired to come to work and do your best,The downside of working in not a large company compared is more often we have less monetary reward compared to bigger company.,Be the first to find this review helpful,2012-03-28, Product Development Engineer ,,,Current Employee,
1886,Exciting work on cutting edge technology,4.0,"Work on Latest technology hardware and software
Plenty of resources and good support
Good salary and other benifits
Competent co workers","There are very less chances of foreign travel for training/other purposes
Quality of work for across different sites of same team differs",Be the first to find this review helpful,2012-03-26, Software Development Engineer II ,Hyderābād,,Former Employee,
1887,Management needs to go,2.0,"Learn a lot about processor Arch X86
some really good people are there ( don't know why with stock value of 6-7... unless ofcourse they have several 100 000 rsu)",business strategy is really bad. They don't know what really to focus on graphics low power cores or servers. they don't make much money,Be the first to find this review helpful,2012-03-22,  ,,,Former Employee,
1888,A good beginning for a career that has some dull moments.,3.0,"Valuable experience for someone new to the industry.  Gives a lot of knowledge about how both a software and hardware company operates.  AMD has been in the field for such a long time, it has made a name for itself and knows what its doing.  The company has a very ""lax"" setting, and all the engineers are chill.","The work can be pretty monotonous, especially for new hires/interns.  It's a daily grind of doing somewhat mundane but essential tasks.  The pay is considerably low to competitors, employees tend to be kind of anti-social as they all do their own thing.  It's somewhat hard to thrive for someone new.",Be the first to find this review helpful,2012-03-21,  ,Austin, TX,Current Employee,
1889,Fulfilling opportunities to work with leading edge technology and pursue my own career path.,5.0,"Benefits are great, work life balance is emphasised.",Large company can make communication across teams challenging.,Be the first to find this review helpful,2012-03-20, Senior Member of Technical Staff ,Austin, TX,Current Employee,
1890,"Good benefits, fair pay, lots of engineers",2.0,"Good benefits, fair pay, excellent campus","lots of engineers, manager determines way too much of personal experience",Be the first to find this review helpful,2012-03-14,  ,Austin, TX,Current Employee,
1891,it is good for step stone,2.0,a famous IT company. It is nice to put it on your resume,too many politics.  you may have trouble if you file some critical EPR,Be the first to find this review helpful,2012-03-13, Test Technologist ,Markham, ON,Current Employee,
1892,Great People,4.0,I am a long time employee and love the culture,Budgets are always so constrained.,Be the first to find this review helpful,2012-03-13, Manager ,Austin, TX,Current Employee,
1893,Good culture if you don't mind big companies. No respect for Software Engineers.,3.0,"* Lower management generally fair and do a pretty good job of looking out for the best interest of the DEVs and the products
* Pretty good pay and benefits
* Good culture (compared to some other big companies)
* Some really smart & talented people, especially in the software group
* Relatively stable. While not universally true, downsizing typically affects lower-performers","* No respect for Software Engineers
* Upper management out of touch with software engineering ethos
* Culture changing somewhat for the worse
* Constant pressure from management to hire _somebody_ rather than wait for excellent devs
* Ridiculous software process (counting lines of code and bugs fixed to measure team ""success"")
* Objectionable stance on patents (constant pressure to submit _something_ just so the company will have more in its portfolio)",1 person found this review helpful,2012-03-10, Member of Technical Staff Software Engineer ,Austin, TX,Current Employee,
1894,A relaxed environment with good fellow employees,3.0,"Most employees are friendly. The workload, most of the time, is typical of a large company. Performing at average is not too difficult.",Management direction and technical knowledge needs to be better. Management needs to move to allow the advancement of talented young employees. More accountability among management and employees.,Be the first to find this review helpful,2012-03-10,  ,,,Former Employee,
1895,Very good place to work,5.0,"1. Very good work culture.
2. Good learning path
3. Friendly management",Management should work close with junior employess,Be the first to find this review helpful,2012-03-10, Senior Software QA ,Hyderābād,,Former Employee,
1896,too much team politics and finger pointing; poor management; mgmt favoritism,2.0,"lots to learn;
leading edge technology;
some very good people there","too much team politics and finger pointing;
poor management;
management favorites are always heard and get away with doing the wrong things;
recognition of employees based on those who speak loudest, rather than their actions;
average compensation for large company;
frequent overtime without compensation",Be the first to find this review helpful,2012-03-09, Software Engineer II ,Markham, ON,Former Employee,
1897,Average engineering experience,3.0,work and life balance. People are easy going. The task assignment was very clear. The achivement was recognized well. No much peer-pressure. Communication and information sharing are good.,rewards from stock was low. Lack of new ideas. Some mistakes had to be repeated multiple times until finally solving. Salary raising was kind of slow. Office location was not very good.,1 person found this review helpful,2012-03-06,  ,,,Former Employee,
1898,"Very competitive environment, rather difficult place to work",2.0,"Salary ranges were good. Many good colleagues. Challenging problems to solve, and a good environment for generating solutions, at least in the EDA tools space.","Understaffed in many areas. Management did not seem to be in touch with the difficulties of the day to day work going on. The environment of multi-site splitting of projects and staff made ongoing cooperation difficult. A feeling of a very reactive company to attempt to fill the needs of the marketplace, especially trying to catch up to competition.  A culture based on reward and recognition and individual accomplishments, which translated to a culture where sharing of knowledge seemed to be restricted.",Be the first to find this review helpful,2012-03-06, Member of Technical Staff Engineer ,,,Former Employee,
1899,"Glad I was there, glad I left.",3.0,Well paying job where you can get lots of experience quickly,"Company is constantly changing focus, making jobs unstable",Be the first to find this review helpful,2012-03-05,  ,Austin, TX,Former Employee,
1900,Culture changed,3.0,Great engineers with a lot of capability,Too much senior management and can't make decisions,Be the first to find this review helpful,2012-03-04,  ,,,Current Employee,
1901,Long succesful career at AMD,4.0,Growth opportunities have been available to me over the years,Focused responsibilities can limit your learning opportunities,Be the first to find this review helpful,2012-03-02,  ,,,Current Employee,
1902,"Once a great place to work, but no more ...",2.0,"Challenging work from the technical side of things
Good benefits
Beautiful campus","Incompetent upper management
Only the best for management, and the least for the technical staff.
Management refuses to admit when they are wrong, and will sink the company rather than change.",Be the first to find this review helpful,2012-03-01, Program Management Analyst ,Austin, TX,Former Employee,
1903,Environment is better now with new management,3.0,"AMD provides good benefits, most of the talent is good.  Company is big so there are opportunities in many areas of technology.","AMD doesn't reward loyalty to the company.  In past experience if employees leave to go to another company and come back, they get better pay and better position",1 person found this review helpful,2012-02-28,  ,,,Current Employee,
1904,AMD Austin TX,3.0,"new campus,  work in world leading company","-recent layoffs, big debt renaming from ati purchase",Be the first to find this review helpful,2012-02-25, Member of Technical Staff Software Developer ,Austin, TX,Current Employee,
1905,"pretty good experience, lack of structure",3.0,"challenging, high technology, plenty of work to be done, prototype hardware, evolution of a company, in start up mode after 50 years","lack of structure, communication, too many directors and senior management, not enough execution too much high level thinking and not enough practical experience",1 person found this review helpful,2012-02-17,  ,,,Current Employee,
1906,"Excellent or very frustrating, depending on manager.",4.0,Very good salary and exciting environment.,"All those engineering jobs are moving to Asia. Political war between AMD CPU (Texas) and former ATI Graphic/Chipset (Toronto), lead to bad decisions and huge money/time to market loss. 
Do it the American way, even if it's immensely inefficient or loose your job !",1 person found this review helpful,2012-02-14, Senior Product Development Engineer ,,,Current Employee,
1907,"Great experience, learned a lot about graphics industry and technology",4.0,"Friendly teammates and managers, accessible gym, flexible working hours",Job less stable compared to other big tech companies.,Be the first to find this review helpful,2012-02-09, Internship Student ,Toronto, ON,Former Employee,
1908,"Hurry up and wait, in a do more with less work environment.",3.0,"Great People
Access to enterprise technology
Opportunity to grow and learn for those who want it.
Challenging problems and issues to solve.","Not all the challenges are technical...
The pace can change quickly and with muddled direction from management.
Salary not on par with the industry.",Be the first to find this review helpful,2012-02-09, Senior Systems Engineer ,Austin, TX,Current Employee,
1909,"Great people, much staffing churn",4.0,Good opportunities to make a difference. Most employees are competant or better. Flexible hours and work schedule. On campus gym.,"High employee turnover. Management leads by consensus. Most of the people responsible for past success are long gone. IBM managers are invading, trying to harness the culture 2005 that is also long gone.",Be the first to find this review helpful,2012-02-04, Member Of Technical Staff ,Sunnyvale, CA,Current Employee,
1910,Satisfied,3.0,"decent salary
good benefits
flexible work hours
very nice people","slow promotion
constantly struggling in the industry",Be the first to find this review helpful,2012-02-02, Software Engineer II ,Markham, ON,Current Employee,
1911,it is like in hell!,1.0,Nothing I can think about!,"bad management. Once a manager was asking me to move my cubic just few feet away, the only objective I can see is just to make me unhappy and to quit. I have to take some verbal abuses from my manager just because I was busy on my work and few minutes later in one of the meeting. Manager are clueless in what the engineers are doing but present himself as experts in managing which is useless in daily work.",Be the first to find this review helpful,2012-01-31,  ,,,Former Employee,
1912,Overall good place to work.... people are generally friendly,3.0,"Friendly colleagues, supportive bosses... (depending on team) Generally work life balance is achievable if planning is adequate.","Knowledge sharing and know-how might not be adequately shared. Fresh entry engineers might feel it hard to keep up...
Promotion and performace rating is hardly based on actual work performance and diligence. Rather it is based on relationship with senior management.",Be the first to find this review helpful,2012-01-30,  ,,,Current Employee,
1913,"Casual, not a lot to learn",4.0,"Flexible hours, above average pay.","Lack of mobility, horrible software development process",Be the first to find this review helpful,2012-01-29, Software Engineer Intern ,Markham, ON,Former Employee,
1914,"Great People, good company",4.0,resources - great people - great technology -,review process needs to work better,Be the first to find this review helpful,2012-01-27, Senior Manager ,Boston, MA,Former Employee,
1915,Worst Experience ever,1.0,Can negotiate good pay before joining.,"1. Nor respect.
2. Extremely process-oriented, no-technical work. Most of the time you don't understand why are you doing something.
3. Bad work environment.",1 person found this review helpful,2012-01-26, Senior Design Engineer ,,,Current Employee,
1916,Great Place - a Small family,5.0,"Great products, positive outlook, wonderful feeling when the underdog beats the Goliath from time to time.",Under-dog and a perennial second feeling.,Be the first to find this review helpful,2012-01-25, Marketing Manager ,Dubai,,Current Employee,
1917,Good,4.0,Good place to work.  nothing more to say,No growth potential will  let your work at the same level forever,Be the first to find this review helpful,2012-01-24,  ,Sunnyvale, CA,Current Employee,
1918,"Good co workers, managemt is some what lacking",3.0,"Flexible work hours, reasonable pay","Bad marketing, not widely known company",Be the first to find this review helpful,2012-01-16,  ,,,Current Employee,
1919,Not so great,2.0,Can learn a lot. For a beginner not a bad firm. But do not stay longer than 3 years,pay/bonus is bad. So not so pleasant,Be the first to find this review helpful,2012-01-12, Senior Product Development Engineer ,Austin, TX,Current Employee,
1920,It is ok,3.0,Easy going company . They will always remain a no 2 company,Very slow company with no direction,Be the first to find this review helpful,2012-01-11,  ,Sunnyvale, CA,Current Employee,
1921,A company with a very complex model / tough tall order BUT has the greatest collection of good people in the industry.,5.0,"People in AMD are downright good hearted people with brilliant minds. 
I never ever felt I have to always watch my back. I had not met a Micro Manager here. Takes forever to hire (I've put in so many long hours) but they know to hire those who they can trust. 
Very flexible so long am at work at 10am. I have to take kids to day care. Mgt understands parent duties very strongly.
Management encourages use of vacation/time off.","Promotions take forever. You know other companies are always eyeing AMD people so one's always fighting the thought of moving or staying. 
Constant change in leadership",1 person found this review helpful,2012-01-10,  ,Markham, ON,Current Employee,
1922,Great place to work.,4.0,"-Flexible hours (core hours between 10am and 4pm, you can come in early to leave at 4, or come in at 10 to leave late.
-Great benefits (full-time get 90% dental - max $2,000, full drug, full massage, physio, chiro, orthotics, etc - max $500 each)
-Very friendly.
-Great place to learn.","-Located in Markham (horrible traffic).
-Small percentage of women.",Be the first to find this review helpful,2012-01-10, ASIC Design Engineer ,Markham, ON,Current Employee,
1923,most people around you are nice to work with,3.0,most people around you are nice to work with; good working environment; innovative products; free gym; on-site cafeteria; up to 4-week vacation annually;,"being the underdog almost all the time, the company constantly in surviving mode, which means layoffs, budget cuts, pay cuts or freezes, priority changes, etc.",Be the first to find this review helpful,2012-01-04,  ,Sunnyvale, CA,Current Employee,
1924,The executives appear to be lost when it comes to fixing the products and the process to deliver the products.,2.0,"Very competitive compensation packages.  Many of the positions require working on the cutting edge of technology, and can be very challenging.","The company does not believe in investing in their people.  Attendance to seminars and conferences are treated as perks rather than opportunities for staff to upgrade their skills and abilities.  The company's market niche is being eroded at both the high end and low end by its competitors, and so far the product roadmap does not appear to be capable to address this situation.",Be the first to find this review helpful,2011-12-31,  ,Markham, ON,Former Employee,
1925,Good experience as an intern. Kind bunch of people and very fun.,4.0,"- work with cutting edge technology
- quarterly team events
- good pay",- could be boring if you wind up with a bad team,Be the first to find this review helpful,2011-12-29,  ,,,Current Employee,
1926,"Great people, bad strategy, minimal job security",3.0,Great people to learn from and work with.,Long hours. No job security as the jobs are being shippped out to Asia.,Be the first to find this review helpful,2011-12-17,  ,,,Former Employee,
1927,Pretty good environment to work in. Easily get bored.,3.0,"- A great way to get your feet wet for beginner and understanding of semiconductor industry.
- There're some up and down time of the work cycle.","- Don't find much opportunity for personal improvement and career path
- Work could be repetitive and boring after a short while
- The computer/ microprocessor market is extremely tough these days. Company is struggling to survive.",Be the first to find this review helpful,2011-12-14, Product Development Engineer II ,Austin, TX,Current Employee,
1928,Good overall experience with room for improvement,4.0,"Great place to learn and build upon a career. Nice environment which is relatively stress-free. Friendly people all around, good information sharing.",Uncertainty and confusion in the future direction of the company. Benefits and compensation are not very competitive. Lack of communication from top management.,Be the first to find this review helpful,2011-12-14,  ,,,Former Employee,
1929,Good place to work and learn,3.0,Workers can receive relatively good salary and also learn lot of things like how to grow up the business in given field.,1: Very unstable business in terms of finance.  2: Lack of direction from management side.  3: The strategies are often just imitation of the competitor.,Be the first to find this review helpful,2011-12-14, Sales Account Representative ,,,Former Employee,
1930,Good work environment. Good salary. Innovative work,4.0,Good work environment. Good salary. Innovative work,Work load is high. should be reduced,Be the first to find this review helpful,2011-12-12, Member Of Technical Staff ,Buenos Aires,,Current Employee,
1931,Good place to work,4.0,Smart people to work with; opportunities to make a difference; reasonable compensation; many different departments allow you to change the work that you wish to do.,"1. workflow needs to improve
2. should focus more on the mobile and client side
3. more research stress required for innovations",Be the first to find this review helpful,2011-12-12, Senior Design Engineer ,New York, NY,Current Employee,
1932,The Comany coming down ...,3.0,"If the Production Manufactory still remain in Singapore , Its a good place to work for those who like not stress Job entironment ;",The chance of promotion not really base on  your work performance ;,1 person found this review helpful,2011-12-10,  ,Bedok New Town, ,Current Employee,
1933,Working at AMD IT was a roller coaster with all of the changes in Management.,2.0,"- Good pay
- Good benefits
- A very nice campus in Austin
- Used to have a good management team in place
- Used to have a lot of good people to work with","- Changes in Business Models due to upper management changes made it very difficult to stay focused
- When new management came in in 2008, they brought in many, many people from their previous company and got rid of the original AMD'ers.  This completely changed the culture and made working their not as enjoyable as it once was.
- With management changes, IT organization became too top heavy with too many VP's, Directors, and Managers so there were too many people telling people to work and not enough people to do the work.",Be the first to find this review helpful,2011-12-08, Manager ,Austin, TX,Former Employee,
1934,A good stepping stone into ASIC project flow,3.0,"Great graphics engine, good integration on silicon, diversity, fast paced environment, both IDM and fabless models under same roof and great locations.","Poor standards and process guidelines, quite confused top management, double standards among diferent divisions, some political prejudice, benefits are not great.",Be the first to find this review helpful,2011-12-06,  ,,,Former Employee,
1935,Very accommodating of my lifestyle.,3.0,They have a great product.,It's an Engineering environment and everyone else is second.,Be the first to find this review helpful,2011-12-05, Operations ,Markham, ON,Former Employee,
1936,competent employee,3.0,good quality emplogyee and with sharp focus,work stress is high and management uncertainties,Be the first to find this review helpful,2011-12-02,  ,,,Current Employee,
1937,Started out really good but went terribly wrong.,2.0,"Opportunity to make progress towards solving many internal issues in more than one functional area.  
Chance to be the ""David"" who defeats ""Goliath"".   
Great teams and very intelligent co-workers.","Lack of a consistent strategic focus.  
Too many high level management changes.
Lack of clear roles and responsibilities. 
Lack of operational discipline that results in poor decision making.",Be the first to find this review helpful,2011-12-01,  ,,,Former Employee,
1938,Inept management leading lazy workforce,1.0,"- If you don't like to do any actual work, you can get away with a lot of that here.
- The pay is fair.
- it's a big organization so there is potential for career growth","- Management doesn't recognize the value of curiosity
- Critical roles assigned to unreliable interns
- Low morale among coworkers",1 person found this review helpful,2011-11-28,  ,Markham, ON,Former Employee,
1939,it was good at first but really  went down hill when the economy went south,2.0,large tech company in austin,struggling as the economy went down,Be the first to find this review helpful,2011-11-26,  ,Austin, TX,Current Employee,
1940,Has more room to improve,3.0,Lot of opportunities for a person who would like to make a difference.,Lot of uncertainty in almost all employees.  This is not so good environment such a big company should have.,1 person found this review helpful,2011-11-24,  ,Bangalore,,Current Employee,
1941,Big company stuck in slow industry,3.0,Lots of IP and potential,"Big company issues, but no money in bank",Be the first to find this review helpful,2011-11-21, Design Verification Engineer ,,,Current Employee,
1942,New in AMD,3.0,"Good work environment
Reasonable workload
Smart people","Unclear company future
Uncertain strategy
Bad cafe",Be the first to find this review helpful,2011-11-20,  ,,,Current Employee,
1943,Very good,3.0,Good balance between work and family,Internal culture needs more accountability and ownership,Be the first to find this review helpful,2011-11-20,  ,,,Current Employee,
1944,"incapable GF foundry, indecisive management, not able to compete to Intel and  ARMs",2.0,"- The only high tech big employer in Toronto, acquired from ATI
- Good compensation","- CEO changes frequently as well as road maps
- Projects frequently cancelled before tape out",Be the first to find this review helpful,2011-11-19, Senior Manager ,Markham, ON,Former Employee,
1945,It was neutral,3.0,"Good location, good networking, friendly people. Very nice people to work with and a lot of cool processes and technologies to work with.","Disorganized teams, understaffed, bad quick and dirty solutions to things, not alot of innovation happening in the team I was working in. Poor relocation services",Be the first to find this review helpful,2011-11-17, Product Development Engineer ,Austin, TX,Former Employee,
1946,Poor,2.0,Work for the chipset department.,I was in a small division. Avoid such groups,Be the first to find this review helpful,2011-11-16, ASIC/Layout Design Engineer II ,Markham, ON,Former Employee,
1947,lacks career development,2.0,Many sites around the world.  There are lots of young engineers to work with.   Company is trying to give bonuses even though its loosing money left and right.,"AMD is not doing well.  Getting squeezed out of ""relevance"" from Intel on high end and Arm on the low end.  Arm is selling into the servers now, managements response is we will buy Calxeda and dominate the space... not a good strategy to me.",Be the first to find this review helpful,2011-11-11, Smts ,,,Current Employee,
1948,The company does not seem to be able to make money has downsized three times since I've been there.,2.0,My particular job is relatively low pressure and I have been given some degree of control over what I work on.,"It is a big company that is spread over many countries (many time zones, languages). Management is completely focused on getting the next products out the door and does not care about employee career development.",3 people found this review helpful,2011-11-08, Senior Software Development Engineer ,Markham, ON,Current Employee,
1949,I am satisfied with my current job.,4.0,"1. My manager recongnized me and provided me a lot of opportunities. 
2. I have a chance to learn a lot of new technology.","1. The package is not competitive. 
2. The sites worldwide are too many. Thus, the co-work among different sites are not efficient because fo different time zone.",Be the first to find this review helpful,2011-11-08, Senior Software Engineer ,,,Current Employee,
1950,Enjoy working on high-end technology and innovations.,3.0,Working with the latest technologies with innovations that drives the products to be the best in the market.,Progress and growth is difficult.,Be the first to find this review helpful,2011-11-08, Senior Member of Technical Staff ,Markham, ON,Current Employee,
1951,Where hard work and contribution account for nothing,1.0,AMD pays well and has excellent benefits.,"The company is going through some major changes. They are a ship without a rudder. Even with the new CEO it is highly speculative if AMD will succeed or fail. Even if it's the former, understand that the culture probably won't change, that it's more important for you to ""play the game"" than it is to simply excel at your job and let your work do the talking. Recent downsizing eliminated a lot of very smart, hard-working employees and kept more than a few mid-level managers who are largely the root cause for AMD's problems in the first place. In a word, ""politics."" The managers are more interested in doing what they can to save their jobs than they are to provide a roadmap that makes sense or management that nurtures excellence.",2 people found this review helpful,2011-11-07, Marketing Manager ,Austin, TX,Current Employee,
1952,AMD IT,4.0,"AMD is a strong company, now that there is a CEO in place.  The technical compentency of the IT team was unsurpassed.  I loved the people there, and I made a mistake by leaving.","Because of the lack of executive leadership, it was difficult for decisions to be made and communicated.",Be the first to find this review helpful,2011-11-02," Manager, IT PMO ",Austin, TX,Former Employee,
1953,Positive.,4.0,"Interesting work, smart people, free coffee.",Sometimes a bit of a scramble figuring out what products to make.,1 person found this review helpful,2011-11-02, Smts ,Boxborough, MA,Former Employee,
1954,Good Learning,4.0,Working with Smart people and good learning environment,Don't follow enough process for Software tool development,Be the first to find this review helpful,2011-10-30, Co-Op Engineer ,Austin, TX,Current Employee,
1955,Great to work with sharp engineers; lousy senior management decisions.,3.0,"Very capable and smart engineers.
Teamwork.  Knowledge is shared.
I am adequately compensated (don't know how it compares to industry though).
Great location and building if you live in South Austin.",Too much roadmap churn.  Projects are cancelled too late after sunk costs even though the information was available to make the decision earlier.  Not enough resources to support concurrent projects leads to stress and burnout.,Be the first to find this review helpful,2011-10-29,  ,Austin, TX,Current Employee,
1956,"No advancement, no growth",2.0,Employee benefits are a plus. Vacation and PPA time are still generous.,Lack of any upward mobility. Zero benefit for going above and beyond. Management is one tracked on their bonus plan.,Be the first to find this review helpful,2011-10-17,  ,,,Current Employee,
1957,"avoid working at AMD if you can, it will destroy your enthusiasm for engineering",1.0,There is nothing good about working at AMD other than you get a salary to pay for your bills every month.,"Once upon a time I was a very enthusiastic engineer until I spent a few years working for AMD. Working at AMD will destroy you, things here are done terrible, starting for upper management all the way down to engineer level. 
There is a lot of politics, a lot of management decisions are taken without even considering or asking engineers about the technical side.
Most of the teams are very bad, managers have ZERO management skills, everyone knows that things are wrong but at the same time, they know that things wont change. 
There is an unbelievable LACK of responsibility and ownership. All the time the projects are behind, there is no clear schedules, a lot of cross-site work with Shanghai, India and multiple sites in US, decision making is very slow. 
People is not recognize for your work, unless you are very very friend of your boss, they will recognize it, because managers are SO SO BAD, that they dont even know what their employees are doing. 
In summary, this is a nightmare, please stay away from AMD if you can, if you are already working for AMD, wake up! and switch to another company before it is too late.",8 people found this review helpful,2011-10-15, Senior ASIC/Layout Design Engineer ,Markham, ON,Current Employee,
1958,"good place to learn, bad place to grow vertically, worst senior management decisions",3.0,"- great place to learn technical skills
- work culture is very informal, you can get involved in many different things
-  higher management is easily approachable","- easy to get stuck in a bad role for long time
- no promotions
- company takes advantage of the location (orlando); keeps the salaries low
- signs of desperation quite evident",1 person found this review helpful,2011-10-13, ASIC/Layout Design Engineer II ,Orlando, FL,Current Employee,
1959,ok,3.0,good information sharing within the company mostly,not a lot of opportunities to move up,1 person found this review helpful,2011-10-09, Member of Technical Staff Design Engineer ,Austin, TX,Former Employee,
1960,Don't stay long,2.0,"- Good place to learn
- Relaxing place","- Does not take a good care of employee well being.
- ignoring employee benefit
- office politics
- favoritism by manager",2 people found this review helpful,2011-10-06, Systems Engineer ,,,Current Employee,
